Toilet,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total
AREA # 050401,Katha,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,177,78,255
 Water seal (Improved pit latrine),4811,18489,23300
 Pit (Traditional pit latrine),159,4261,4420
 Bucket (Surface latrine),7,164,171
 Other,6,207,213
 No toilet,103,3499,3602
 Total,5263,26698,31961
NotApp :,447,*,*
AREA # 050402,Indaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,26,39,65
 Water seal (Improved pit latrine),729,6616,7345
 Pit (Traditional pit latrine),1077,14121,15198
 Bucket (Surface latrine),4,109,113
 Other,1,201,202
 No toilet,5,302,307
 Total,1842,21388,23230
NotApp :,320,*,*
AREA # 050403,Tigyaing,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,24,296,320
 Water seal (Improved pit latrine),2698,17536,20234
 Pit (Traditional pit latrine),106,1509,1615
 Bucket (Surface latrine),3,87,90
 Other,3,66,69
 No toilet,236,3825,4061
 Total,3070,23319,26389
NotApp :,279,*,*
AREA # 050404,Banmauk,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,51,42,93
 Water seal (Improved pit latrine),1148,11910,13058
 Pit (Traditional pit latrine),10,4879,4889
 Bucket (Surface latrine),1,100,101
 Other,-,201,201
 No toilet,2,524,526
 Total,1212,17656,18868
NotApp :,678,*,*
AREA # 050405,Kawlin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,109,276,385
 Water seal (Improved pit latrine),4086,20195,24281
 Pit (Traditional pit latrine),362,4654,5016
 Bucket (Surface latrine),1,58,59
 Other,-,30,30
 No toilet,11,1621,1632
 Total,4569,26834,31403
NotApp :,408,*,*
AREA # 050406,Wuntho,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,30,44,74
 Water seal (Improved pit latrine),2493,9360,11853
 Pit (Traditional pit latrine),49,1783,1832
 Bucket (Surface latrine),-,12,12
 Other,2,25,27
 No toilet,16,391,407
 Total,2590,11615,14205
NotApp :,321,*,*
AREA # 050407,Pinlebu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,19,1,20
 Water seal (Improved pit latrine),329,824,1153
 Pit (Traditional pit latrine),1104,18398,19502
 Bucket (Surface latrine),6,183,189
 Other,6,352,358
 No toilet,5,673,678
 Total,1469,20431,21900
NotApp :,382,*,*
AREA # 050501,Kalay,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,445,300,745
 Water seal (Improved pit latrine),21741,36541,58282
 Pit (Traditional pit latrine),3356,8438,11794
 Bucket (Surface latrine),23,148,171
 Other,53,299,352
 No toilet,103,1322,1425
 Total,25721,47048,72769
NotApp :,551,*,*
AREA # 050502,Kalewa,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,11,23,34
 Water seal (Improved pit latrine),1790,8269,10059
 Pit (Traditional pit latrine),21,362,383
 Bucket (Surface latrine),11,27,38
 Other,16,29,45
 No toilet,104,1072,1176
 Total,1953,9782,11735
NotApp :,183,*,*
AREA # 050503,Mingin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,11,74,85
 Water seal (Improved pit latrine),765,15151,15916
 Pit (Traditional pit latrine),6,563,569
 Bucket (Surface latrine),1,86,87
 Other,-,90,90
 No toilet,53,5258,5311
 Total,836,21222,22058
NotApp :,359,*,*
AREA # 050601,Tamu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,164,2,166
 Water seal (Improved pit latrine),8673,2694,11367
 Pit (Traditional pit latrine),72,223,295
 Bucket (Surface latrine),1,8,9
 Other,18,11,29
 No toilet,61,59,120
 Total,8989,2997,11986
NotApp :,97,*,*
AREA # 050651,Myothit(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,2,2
 Water seal (Improved pit latrine),296,2610,2906
 Pit (Traditional pit latrine),8,77,85
 Bucket (Surface latrine),-,16,16
 Other,-,10,10
 No toilet,4,74,78
 Total,308,2789,3097
NotApp :,38,*,*
AREA # 050652,Khampat(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,55,-,55
 Water seal (Improved pit latrine),2622,4234,6856
 Pit (Traditional pit latrine),75,238,313
 Bucket (Surface latrine),1,5,6
 Other,4,22,26
 No toilet,81,171,252
 Total,2838,4670,7508
NotApp :,25,*,*
AREA # 050701,Mawlaik,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,10,36,46
 Water seal (Improved pit latrine),1718,7582,9300
 Pit (Traditional pit latrine),44,306,350
 Bucket (Surface latrine),1,79,80
 Other,-,14,14
 No toilet,51,504,555
 Total,1824,8521,10345
NotApp :,173,*,*
AREA # 050702,Phaungpyin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3,126,129
 Water seal (Improved pit latrine),1765,13607,15372
 Pit (Traditional pit latrine),161,3907,4068
 Bucket (Surface latrine),3,136,139
 Other,6,62,68
 No toilet,4,466,470
 Total,1942,18304,20246
NotApp :,277,*,*
AREA # 050801,Hkamti,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,42,163,205
 Water seal (Improved pit latrine),1999,3047,5046
 Pit (Traditional pit latrine),90,866,956
 Bucket (Surface latrine),7,149,156
 Other,4,166,170
 No toilet,41,787,828
 Total,2183,5178,7361
NotApp :,521,*,*
AREA # 050802,Homalin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,56,378,434
 Water seal (Improved pit latrine),3437,23058,26495
 Pit (Traditional pit latrine),39,6791,6830
 Bucket (Surface latrine),7,294,301
 Other,11,344,355
 No toilet,25,1303,1328
 Total,3575,32168,35743
NotApp :,1266,*,*
AREA # 050803,Leshi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,4,4
 Water seal (Improved pit latrine),205,689,894
 Pit (Traditional pit latrine),36,501,537
 Bucket (Surface latrine),4,53,57
 Other,3,17,20
 No toilet,5,139,144
 Total,253,1403,1656
NotApp :,53,*,*
AREA # 050804,Lahe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1,80,81
 Water seal (Improved pit latrine),465,542,1007
 Pit (Traditional pit latrine),64,1603,1667
 Bucket (Surface latrine),2,1622,1624
 Other,1,425,426
 No toilet,5,2167,2172
 Total,538,6439,6977
NotApp :,37,*,*
AREA # 050805,Nanyun,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2,1,3
 Water seal (Improved pit latrine),348,374,722
 Pit (Traditional pit latrine),25,718,743
 Bucket (Surface latrine),-,62,62
 Other,-,7,7
 No toilet,-,31,31
 Total,375,1193,1568
NotApp :,17,*,*
AREA # 050851,Mobaingluk(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Water seal (Improved pit latrine),194,78,272
 Pit (Traditional pit latrine),6,-,6
 Bucket (Surface latrine),-,1,1
 Other,10,1,11
 No toilet,-,20,20
 Total,210,100,310
NotApp :,2,*,*
AREA # 050852,Sonemara(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,26,2,28
 Water seal (Improved pit latrine),166,594,760
 Pit (Traditional pit latrine),75,140,215
 Bucket (Surface latrine),1,82,83
 Other,-,3,3
 No toilet,18,87,105
 Total,286,908,1194
NotApp :,10,*,*
AREA # 050853,Htanparkway(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Water seal (Improved pit latrine),36,231,267
 Pit (Traditional pit latrine),3,80,83
 Bucket (Surface latrine),1,2,3
 No toilet,88,320,408
 Total,128,633,761
NotApp :,9,*,*
AREA # 050854,Pansaung(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,20,20
 Water seal (Improved pit latrine),251,496,747
 Pit (Traditional pit latrine),51,1205,1256
 Bucket (Surface latrine),17,229,246
 Other,16,42,58
 No toilet,3,19,22
 Total,338,2011,2349
NotApp :,5,*,*
AREA # 050855,Donhee(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,2,2
 Water seal (Improved pit latrine),83,169,252
 Pit (Traditional pit latrine),86,1396,1482
 Bucket (Surface latrine),-,1013,1013
 Other,-,194,194
 No toilet,-,980,980
 Total,169,3754,3923
NotApp :,10,*,*
AREA # 050901,Yinmarpin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,20,84,104
 Water seal (Improved pit latrine),1027,20010,21037
 Pit (Traditional pit latrine),8,369,377
 Bucket (Surface latrine),1,29,30
 Other,3,177,180
 No toilet,18,7786,7804
 Total,1077,28455,29532
NotApp :,265,*,*
AREA # 050902,Salingyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,14,459,473
 Water seal (Improved pit latrine),1091,17515,18606
 Pit (Traditional pit latrine),3,213,216
 Bucket (Surface latrine),2,19,21
 Other,24,142,166
 No toilet,88,6897,6985
 Total,1222,25245,26467
NotApp :,384,*,*
AREA # 050903,Palae,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,7,72,79
 Water seal (Improved pit latrine),868,19812,20680
 Pit (Traditional pit latrine),4,715,719
 Bucket (Surface latrine),1,82,83
 Other,-,153,153
 No toilet,51,10597,10648
 Total,931,31431,32362
NotApp :,338,*,*
AREA # 050904,Kani,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2,253,255
 Water seal (Improved pit latrine),1053,20695,21748
 Pit (Traditional pit latrine),25,891,916
 Bucket (Surface latrine),1,142,143
 Other,1,100,101
 No toilet,56,6004,6060
 Total,1138,28085,29223
NotApp :,351,*,*
AREA # 060101,Dawei,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,933,161,1094
 Water seal (Improved pit latrine),14043,6713,20756
 Pit (Traditional pit latrine),114,1401,1515
 Bucket (Surface latrine),51,144,195
 Other,61,55,116
 No toilet,180,1087,1267
 Total,15382,9561,24943
NotApp :,551,*,*
AREA # 060102,Lounglon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,20,293,313
 Water seal (Improved pit latrine),1077,15591,16668
 Pit (Traditional pit latrine),75,2092,2167
 Bucket (Surface latrine),15,781,796
 Other,-,71,71
 No toilet,53,5667,5720
 Total,1240,24495,25735
NotApp :,291,*,*
AREA # 060103,Thayetchaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,107,147,254
 Water seal (Improved pit latrine),2169,15474,17643
 Pit (Traditional pit latrine),42,1498,1540
 Bucket (Surface latrine),34,382,416
 Other,-,132,132
 No toilet,55,2834,2889
 Total,2407,20467,22874
NotApp :,255,*,*
AREA # 060104,Yebyu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,20,197,217
 Water seal (Improved pit latrine),937,13521,14458
 Pit (Traditional pit latrine),94,2213,2307
 Bucket (Surface latrine),2,228,230
 Other,6,117,123
 No toilet,18,4720,4738
 Total,1077,20996,22073
NotApp :,316,*,*
AREA # 060151,Myitta(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5,28,33
 Water seal (Improved pit latrine),403,2264,2667
 Pit (Traditional pit latrine),37,654,691
 Bucket (Surface latrine),10,27,37
 Other,2,27,29
 No toilet,39,694,733
 Total,496,3694,4190
NotApp :,72,*,*
AREA # 060152,Kaleinaung(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,17,17,34
 Water seal (Improved pit latrine),533,2608,3141
 Pit (Traditional pit latrine),10,363,373
 Bucket (Surface latrine),2,13,15
 Other,2,27,29
 No toilet,60,625,685
 Total,624,3653,4277
NotApp :,141,*,*
AREA # 060201,Myeik,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,309,253,562
 Water seal (Improved pit latrine),19401,25004,44405
 Pit (Traditional pit latrine),599,1733,2332
 Bucket (Surface latrine),1129,2043,3172
 Other,33,241,274
 No toilet,77,3527,3604
 Total,21548,32801,54349
NotApp :,763,*,*
AREA # 060202,Kyunsu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,6,108,114
 Water seal (Improved pit latrine),920,8368,9288
 Pit (Traditional pit latrine),35,2183,2218
 Bucket (Surface latrine),139,10176,10315
 Other,11,859,870
 No toilet,31,10152,10183
 Total,1142,31846,32988
NotApp :,330,*,*
AREA # 060203,Palaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,70,172,242
 Water seal (Improved pit latrine),2898,7192,10090
 Pit (Traditional pit latrine),244,3065,3309
 Bucket (Surface latrine),95,1623,1718
 Other,2,326,328
 No toilet,262,2576,2838
 Total,3571,14954,18525
NotApp :,178,*,*
AREA # 060204,Tanintharyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,16,65,81
 Water seal (Improved pit latrine),1041,12615,13656
 Pit (Traditional pit latrine),30,3176,3206
 Bucket (Surface latrine),8,315,323
 Other,5,234,239
 No toilet,26,2398,2424
 Total,1126,18803,19929
NotApp :,325,*,*
AREA # 060251,Palauk(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,32,102,134
 Water seal (Improved pit latrine),834,3041,3875
 Pit (Traditional pit latrine),191,801,992
 Bucket (Surface latrine),20,298,318
 Other,-,90,90
 No toilet,134,1585,1719
 Total,1211,5917,7128
NotApp :,45,*,*
AREA # 060301,Kawthoung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,269,81,350
 Water seal (Improved pit latrine),11522,8076,19598
 Pit (Traditional pit latrine),104,839,943
 Bucket (Surface latrine),357,1002,1359
 Other,131,248,379
 No toilet,197,2655,2852
 Total,12580,12901,25481
NotApp :,367,*,*
AREA # 060302,Bokepyin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,13,44,57
 Water seal (Improved pit latrine),661,2767,3428
 Pit (Traditional pit latrine),25,368,393
 Bucket (Surface latrine),261,2600,2861
 Other,46,117,163
 No toilet,41,1933,1974
 Total,1047,7829,8876
NotApp :,187,*,*
AREA # 060351,Khamaukgyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,13,37,50
 Water seal (Improved pit latrine),1177,1566,2743
 Pit (Traditional pit latrine),911,319,1230
 Bucket (Surface latrine),54,28,82
 Other,17,11,28
 No toilet,183,549,732
 Total,2355,2510,4865
NotApp :,126,*,*
AREA # 060352,Pyigyimandaing,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,11,11
 Water seal (Improved pit latrine),270,694,964
 Pit (Traditional pit latrine),276,274,550
 Bucket (Surface latrine),66,687,753
 Other,3,69,72
 No toilet,100,654,754
 Total,715,2389,3104
NotApp :,91,*,*
AREA # 060353,Karathuri(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,21,9,30
 Water seal (Improved pit latrine),225,1462,1687
 Pit (Traditional pit latrine),1,39,40
 Bucket (Surface latrine),3,1052,1055
 Other,1,232,233
 No toilet,35,682,717
 Total,286,3476,3762
NotApp :,102,*,*
AREA # 070101,Bago,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1085,303,1388
 Water seal (Improved pit latrine),49927,37977,87904
 Pit (Traditional pit latrine),2187,1854,4041
 Bucket (Surface latrine),536,3800,4336
 Other,193,1005,1198
 No toilet,964,7301,8265
 Total,54892,52240,107132
NotApp :,1161,*,*
AREA # 070102,Tanatpin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,43,103,146
 Water seal (Improved pit latrine),2284,7315,9599
 Pit (Traditional pit latrine),70,734,804
 Bucket (Surface latrine),1095,13967,15062
 Other,13,851,864
 No toilet,124,5928,6052
 Total,3629,28898,32527
NotApp :,222,*,*
AREA # 070103,Kawa,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,187,173,360
 Water seal (Improved pit latrine),2855,21710,24565
 Pit (Traditional pit latrine),76,1231,1307
 Bucket (Surface latrine),884,12054,12938
 Other,33,992,1025
 No toilet,219,5661,5880
 Total,4254,41821,46075
NotApp :,248,*,*
AREA # 070104,Waw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,59,49,108
 Water seal (Improved pit latrine),4010,17463,21473
 Pit (Traditional pit latrine),77,2358,2435
 Bucket (Surface latrine),561,5571,6132
 Other,18,442,460
 No toilet,321,6154,6475
 Total,5046,32037,37083
NotApp :,296,*,*
AREA # 070105,Nyaunglebin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,225,70,295
 Water seal (Improved pit latrine),11324,25589,36913
 Pit (Traditional pit latrine),461,2076,2537
 Bucket (Surface latrine),347,1280,1627
 Other,61,161,222
 No toilet,644,2524,3168
 Total,13062,31700,44762
NotApp :,311,*,*
AREA # 070106,Kyauktaga,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,85,230,315
 Water seal (Improved pit latrine),6091,33309,39400
 Pit (Traditional pit latrine),425,5426,5851
 Bucket (Surface latrine),15,865,880
 Other,22,403,425
 No toilet,235,4542,4777
 Total,6873,44775,51648
NotApp :,363,*,*
AREA # 070107,Daik U,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,151,343,494
 Water seal (Improved pit latrine),7716,26898,34614
 Pit (Traditional pit latrine),481,4887,5368
 Bucket (Surface latrine),80,1912,1992
 Other,7,50,57
 No toilet,305,2923,3228
 Total,8740,37013,45753
NotApp :,339,*,*
AREA # 070108,Shwegyin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,65,73,138
 Water seal (Improved pit latrine),4386,10651,15037
 Pit (Traditional pit latrine),198,1492,1690
 Bucket (Surface latrine),68,766,834
 Other,13,434,447
 No toilet,135,3501,3636
 Total,4865,16917,21782
NotApp :,240,*,*
AREA # 070201,Toungoo,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,570,195,765
 Water seal (Improved pit latrine),18917,25022,43939
 Pit (Traditional pit latrine),1925,3285,5210
 Bucket (Surface latrine),32,1191,1223
 Other,47,238,285
 No toilet,409,5629,6038
 Total,21900,35560,57460
NotApp :,871,*,*
AREA # 070202,Yaedashe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,117,512,629
 Water seal (Improved pit latrine),4849,27918,32767
 Pit (Traditional pit latrine),681,1828,2509
 Bucket (Surface latrine),18,1712,1730
 Other,50,860,910
 No toilet,240,11742,11982
 Total,5955,44572,50527
NotApp :,460,*,*
AREA # 070203,Kyaukkyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,17,41,58
 Water seal (Improved pit latrine),1945,14576,16521
 Pit (Traditional pit latrine),31,342,373
 Bucket (Surface latrine),15,697,712
 Other,8,374,382
 No toilet,242,4595,4837
 Total,2258,20625,22883
NotApp :,203,*,*
AREA # 070204,Pyu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,187,408,595
 Water seal (Improved pit latrine),12011,33901,45912
 Pit (Traditional pit latrine),914,1504,2418
 Bucket (Surface latrine),68,771,839
 Other,75,643,718
 No toilet,572,3877,4449
 Total,13827,41104,54931
NotApp :,386,*,*
AREA # 070205,Oatwin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,40,339,379
 Water seal (Improved pit latrine),2823,25417,28240
 Pit (Traditional pit latrine),175,1515,1690
 Bucket (Surface latrine),35,574,609
 Other,18,342,360
 No toilet,118,5474,5592
 Total,3209,33661,36870
NotApp :,276,*,*
AREA # 070206,Htantapin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,18,56,74
 Water seal (Improved pit latrine),2199,20210,22409
 Pit (Traditional pit latrine),19,680,699
 Bucket (Surface latrine),23,654,677
 Other,8,156,164
 No toilet,109,2649,2758
 Total,2376,24405,26781
NotApp :,169,*,*
AREA # 070301,Pyay,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,637,98,735
 Water seal (Improved pit latrine),25625,25018,50643
 Pit (Traditional pit latrine),1785,1052,2837
 Bucket (Surface latrine),33,147,180
 Other,96,48,144
 No toilet,639,3379,4018
 Total,28815,29742,58557
NotApp :,1014,*,*
AREA # 070302,Paukkhaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,60,175,235
 Water seal (Improved pit latrine),3499,20480,23979
 Pit (Traditional pit latrine),6,1115,1121
 Bucket (Surface latrine),-,238,238
 Other,4,68,72
 No toilet,37,6665,6702
 Total,3606,28741,32347
NotApp :,302,*,*
AREA # 070303,Padaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,62,383,445
 Water seal (Improved pit latrine),3958,29639,33597
 Pit (Traditional pit latrine),292,1082,1374
 Bucket (Surface latrine),22,421,443
 Other,5,95,100
 No toilet,129,2804,2933
 Total,4468,34424,38892
NotApp :,412,*,*
AREA # 070304,Paunde,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,99,121,220
 Water seal (Improved pit latrine),6086,21520,27606
 Pit (Traditional pit latrine),210,3977,4187
 Bucket (Surface latrine),6,649,655
 Other,1,285,286
 No toilet,79,3667,3746
 Total,6481,30219,36700
NotApp :,296,*,*
AREA # 070305,Thegon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,25,122,147
 Water seal (Improved pit latrine),3975,25208,29183
 Pit (Traditional pit latrine),151,3133,3284
 Bucket (Surface latrine),4,602,606
 Other,20,220,240
 No toilet,91,2399,2490
 Total,4266,31684,35950
NotApp :,304,*,*
AREA # 070306,Shwedaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,72,88,160
 Water seal (Improved pit latrine),4045,22837,26882
 Pit (Traditional pit latrine),311,1179,1490
 Bucket (Surface latrine),6,928,934
 Other,-,82,82
 No toilet,84,3932,4016
 Total,4518,29046,33564
NotApp :,368,*,*
AREA # 070401,Tharyarwaddy,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,97,107,204
 Water seal (Improved pit latrine),7382,21354,28736
 Pit (Traditional pit latrine),463,1791,2254
 Bucket (Surface latrine),20,1164,1184
 Other,31,299,330
 No toilet,171,3747,3918
 Total,8164,28462,36626
NotApp :,285,*,*
AREA # 070402,Letpadan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,112,202,314
 Water seal (Improved pit latrine),5127,25225,30352
 Pit (Traditional pit latrine),302,7435,7737
 Bucket (Surface latrine),14,1443,1457
 Other,15,187,202
 No toilet,165,3257,3422
 Total,5735,37749,43484
NotApp :,336,*,*
AREA # 070403,Minhla,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,40,145,185
 Water seal (Improved pit latrine),2380,17653,20033
 Pit (Traditional pit latrine),231,6752,6983
 Bucket (Surface latrine),7,1287,1294
 Other,12,113,125
 No toilet,32,2242,2274
 Total,2702,28192,30894
NotApp :,231,*,*
AREA # 070404,Okpo,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,35,107,142
 Water seal (Improved pit latrine),2014,19032,21046
 Pit (Traditional pit latrine),712,5007,5719
 Bucket (Surface latrine),11,1714,1725
 Other,2,109,111
 No toilet,26,3125,3151
 Total,2800,29094,31894
NotApp :,283,*,*
AREA # 070405,Zigon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,22,137,159
 Water seal (Improved pit latrine),3798,11893,15691
 Pit (Traditional pit latrine),83,411,494
 Bucket (Surface latrine),1,514,515
 Other,4,72,76
 No toilet,59,1216,1275
 Total,3967,14243,18210
NotApp :,160,*,*
AREA # 070406,Nattalin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,71,196,267
 Water seal (Improved pit latrine),4208,30686,34894
 Pit (Traditional pit latrine),255,6233,6488
 Bucket (Surface latrine),9,971,980
 Other,13,260,273
 No toilet,86,2781,2867
 Total,4642,41127,45769
NotApp :,317,*,*
AREA # 070407,Monyo,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,12,159,171
 Water seal (Improved pit latrine),1961,16973,18934
 Pit (Traditional pit latrine),273,6182,6455
 Bucket (Surface latrine),38,4611,4649
 Other,48,399,447
 No toilet,48,2583,2631
 Total,2380,30907,33287
NotApp :,232,*,*
AREA # 070408,Gyobingauk,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,92,29,121
 Water seal (Improved pit latrine),5028,18264,23292
 Pit (Traditional pit latrine),315,2290,2605
 Bucket (Surface latrine),15,2666,2681
 Other,8,133,141
 No toilet,126,1620,1746
 Total,5584,25002,30586
NotApp :,233,*,*
AREA # 080101,Magway,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,510,101,611
 Water seal (Improved pit latrine),18862,35833,54695
 Pit (Traditional pit latrine),256,2694,2950
 Bucket (Surface latrine),12,190,202
 Other,25,112,137
 No toilet,205,9877,10082
 Total,19870,48807,68677
NotApp :,1053,*,*
AREA # 080102,Yenangyoung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,131,48,179
 Water seal (Improved pit latrine),9149,13714,22863
 Pit (Traditional pit latrine),238,463,701
 Bucket (Surface latrine),27,114,141
 Other,6,59,65
 No toilet,1125,7426,8551
 Total,10676,21824,32500
NotApp :,490,*,*
AREA # 080103,Chauk,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,101,140,241
 Water seal (Improved pit latrine),9144,26178,35322
 Pit (Traditional pit latrine),225,412,637
 Bucket (Surface latrine),54,80,134
 Other,82,58,140
 No toilet,795,7349,8144
 Total,10401,34217,44618
NotApp :,539,*,*
AREA # 080104,Taungdwingyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,188,186,374
 Water seal (Improved pit latrine),8641,39048,47689
 Pit (Traditional pit latrine),1011,5217,6228
 Bucket (Surface latrine),10,264,274
 Other,18,214,232
 No toilet,187,5279,5466
 Total,10055,50208,60263
NotApp :,426,*,*
AREA # 080105,Myothit,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,40,139,179
 Water seal (Improved pit latrine),1663,25095,26758
 Pit (Traditional pit latrine),7,846,853
 Bucket (Surface latrine),7,115,122
 Other,3,129,132
 No toilet,26,8878,8904
 Total,1746,35202,36948
NotApp :,339,*,*
AREA # 080106,Natmauk,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,44,241,285
 Water seal (Improved pit latrine),3088,35640,38728
 Pit (Traditional pit latrine),19,1258,1277
 Bucket (Surface latrine),-,125,125
 Other,-,68,68
 No toilet,23,7920,7943
 Total,3174,45252,48426
NotApp :,396,*,*
AREA # 080201,Minbu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,266,180,446
 Water seal (Improved pit latrine),8490,29151,37641
 Pit (Traditional pit latrine),107,278,385
 Bucket (Surface latrine),3,19,22
 Other,11,70,81
 No toilet,313,4929,5242
 Total,9190,34627,43817
NotApp :,551,*,*
AREA # 080202,Pwint Phyu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,28,269,297
 Water seal (Improved pit latrine),1313,31397,32710
 Pit (Traditional pit latrine),15,824,839
 Bucket (Surface latrine),-,40,40
