Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Own account worker,986,411,1397,Leshi,MMR005035
 Contributing family worker,595,1067,1662,Leshi,MMR005035
 Sought work,52,36,88,Leshi,MMR005035
 Did not seek work,5,1,6,Leshi,MMR005035
 Full time student,638,710,1348,Leshi,MMR005035
 Household work,22,488,510,Leshi,MMR005035
" Pensioner, retired, elderly person",63,70,133,Leshi,MMR005035
" Ill, disabled",23,30,53,Leshi,MMR005035
 Other,60,40,100,Leshi,MMR005035
 Total,3177,3231,6408,Leshi,MMR005035
 Employee (Government),520,170,690,Lahe,MMR005036
" Employee (Private, Org)",284,91,375,Lahe,MMR005036
 Employer,60,29,89,Lahe,MMR005036
 Own account worker,6843,4106,10949,Lahe,MMR005036
 Contributing family worker,4382,6830,11212,Lahe,MMR005036
 Sought work,122,90,212,Lahe,MMR005036
 Did not seek work,9,3,12,Lahe,MMR005036
 Full time student,2049,1706,3755,Lahe,MMR005036
 Household work,320,1707,2027,Lahe,MMR005036
" Pensioner, retired, elderly person",457,668,1125,Lahe,MMR005036
" Ill, disabled",83,84,167,Lahe,MMR005036
 Other,228,216,444,Lahe,MMR005036
 Total,15357,15700,31057,Lahe,MMR005036
 Employee (Government),495,103,598,Nanyun,MMR005037
" Employee (Private, Org)",127,34,161,Nanyun,MMR005037
 Employer,26,17,43,Nanyun,MMR005037
 Own account worker,1663,881,2544,Nanyun,MMR005037
 Contributing family worker,587,811,1398,Nanyun,MMR005037
 Sought work,6,7,13,Nanyun,MMR005037
 Did not seek work,1,-,1,Nanyun,MMR005037
 Full time student,790,724,1514,Nanyun,MMR005037
 Household work,19,637,656,Nanyun,MMR005037
" Pensioner, retired, elderly person",69,114,183,Nanyun,MMR005037
" Ill, disabled",19,31,50,Nanyun,MMR005037
 Other,694,117,811,Nanyun,MMR005037
 Total,4496,3476,7972,Nanyun,MMR005037
 Employee (Government),63,25,88,Mobaingluk(ST),MMR005035
" Employee (Private, Org)",33,2,35,Mobaingluk(ST),MMR005035
 Employer,2,-,2,Mobaingluk(ST),MMR005035
 Own account worker,228,51,279,Mobaingluk(ST),MMR005035
 Contributing family worker,52,275,327,Mobaingluk(ST),MMR005035
 Sought work,-,3,3,Mobaingluk(ST),MMR005035
 Full time student,116,80,196,Mobaingluk(ST),MMR005035
 Household work,1,30,31,Mobaingluk(ST),MMR005035
" Pensioner, retired, elderly person",13,28,41,Mobaingluk(ST),MMR005035
" Ill, disabled",-,1,1,Mobaingluk(ST),MMR005035
 Other,11,2,13,Mobaingluk(ST),MMR005035
 Total,519,497,1016,Mobaingluk(ST),MMR005035
 Employee (Government),76,88,164,Sonemara(ST),MMR005035
" Employee (Private, Org)",162,16,178,Sonemara(ST),MMR005035
 Employer,12,3,15,Sonemara(ST),MMR005035
 Own account worker,189,91,280,Sonemara(ST),MMR005035
 Contributing family worker,726,1018,1744,Sonemara(ST),MMR005035
 Sought work,137,137,274,Sonemara(ST),MMR005035
 Did not seek work,66,53,119,Sonemara(ST),MMR005035
 Full time student,403,559,962,Sonemara(ST),MMR005035
 Household work,47,226,273,Sonemara(ST),MMR005035
" Pensioner, retired, elderly person",30,24,54,Sonemara(ST),MMR005035
" Ill, disabled",17,24,41,Sonemara(ST),MMR005035
 Other,23,15,38,Sonemara(ST),MMR005035
 Total,1888,2254,4142,Sonemara(ST),MMR005035
 Employee (Government),33,17,50,Htanparkway(ST),MMR005036
" Employee (Private, Org)",188,16,204,Htanparkway(ST),MMR005036
 Employer,4,-,4,Htanparkway(ST),MMR005036
 Own account worker,17,4,21,Htanparkway(ST),MMR005036
 Contributing family worker,1184,852,2036,Htanparkway(ST),MMR005036
 Sought work,70,57,127,Htanparkway(ST),MMR005036
 Did not seek work,8,6,14,Htanparkway(ST),MMR005036
 Full time student,333,347,680,Htanparkway(ST),MMR005036
 Household work,26,345,371,Htanparkway(ST),MMR005036
" Pensioner, retired, elderly person",91,89,180,Htanparkway(ST),MMR005036
" Ill, disabled",8,11,19,Htanparkway(ST),MMR005036
 Other,16,14,30,Htanparkway(ST),MMR005036
 Total,1978,1758,3736,Htanparkway(ST),MMR005036
 Employee (Government),117,63,180,Pansaung(ST),MMR005037
" Employee (Private, Org)",101,31,132,Pansaung(ST),MMR005037
 Employer,18,13,31,Pansaung(ST),MMR005037
 Own account worker,1188,336,1524,Pansaung(ST),MMR005037
 Contributing family worker,2447,2504,4951,Pansaung(ST),MMR005037
 Sought work,39,23,62,Pansaung(ST),MMR005037
 Did not seek work,9,7,16,Pansaung(ST),MMR005037
 Full time student,1648,1409,3057,Pansaung(ST),MMR005037
 Household work,95,856,951,Pansaung(ST),MMR005037
" Pensioner, retired, elderly person",124,202,326,Pansaung(ST),MMR005037
" Ill, disabled",48,61,109,Pansaung(ST),MMR005037
 Other,64,46,110,Pansaung(ST),MMR005037
 Total,5898,5551,11449,Pansaung(ST),MMR005037
 Employee (Government),97,36,133,Donhee(ST),MMR005037
" Employee (Private, Org)",331,49,380,Donhee(ST),MMR005037
 Employer,22,3,25,Donhee(ST),MMR005037
 Own account worker,3450,623,4073,Donhee(ST),MMR005037
 Contributing family worker,2426,3518,5944,Donhee(ST),MMR005037
 Sought work,16,15,31,Donhee(ST),MMR005037
 Did not seek work,1,2,3,Donhee(ST),MMR005037
 Full time student,1664,1239,2903,Donhee(ST),MMR005037
 Household work,189,2758,2947,Donhee(ST),MMR005037
" Pensioner, retired, elderly person",509,689,1198,Donhee(ST),MMR005037
" Ill, disabled",54,63,117,Donhee(ST),MMR005037
 Other,66,89,155,Donhee(ST),MMR005037
 Total,8825,9084,17909,Donhee(ST),MMR005037
 Employee (Government),1105,1169,2274,Yinmarpin,MMR005016
" Employee (Private, Org)",9778,7663,17441,Yinmarpin,MMR005016
 Employer,2849,1172,4021,Yinmarpin,MMR005016
 Own account worker,18646,11366,30012,Yinmarpin,MMR005016
 Contributing family worker,6463,15355,21818,Yinmarpin,MMR005016
 Sought work,897,913,1810,Yinmarpin,MMR005016
 Did not seek work,103,67,170,Yinmarpin,MMR005016
 Full time student,8708,9039,17747,Yinmarpin,MMR005016
 Household work,406,11529,11935,Yinmarpin,MMR005016
" Pensioner, retired, elderly person",3447,4482,7929,Yinmarpin,MMR005016
" Ill, disabled",387,418,805,Yinmarpin,MMR005016
 Other,1036,265,1301,Yinmarpin,MMR005016
 Total,53825,63438,117263,Yinmarpin,MMR005016
 Employee (Government),1841,2363,4204,Salingyi,MMR005018
" Employee (Private, Org)",12915,6986,19901,Salingyi,MMR005018
 Employer,917,510,1427,Salingyi,MMR005018
 Own account worker,13060,10630,23690,Salingyi,MMR005018
 Contributing family worker,3317,6262,9579,Salingyi,MMR005018
 Sought work,1159,1168,2327,Salingyi,MMR005018
 Did not seek work,158,60,218,Salingyi,MMR005018
 Full time student,6802,7267,14069,Salingyi,MMR005018
 Household work,556,15580,16136,Salingyi,MMR005018
" Pensioner, retired, elderly person",2887,4096,6983,Salingyi,MMR005018
" Ill, disabled",383,381,764,Salingyi,MMR005018
 Other,1975,1177,3152,Salingyi,MMR005018
 Total,45970,56480,102450,Salingyi,MMR005018
 Employee (Government),1038,881,1919,Palae,MMR005019
" Employee (Private, Org)",7880,4611,12491,Palae,MMR005019
 Employer,3065,772,3837,Palae,MMR005019
 Own account worker,18807,8827,27634,Palae,MMR005019
 Contributing family worker,6916,14062,20978,Palae,MMR005019
 Sought work,1400,1246,2646,Palae,MMR005019
 Did not seek work,144,79,223,Palae,MMR005019
 Full time student,8322,8614,16936,Palae,MMR005019
 Household work,645,19514,20159,Palae,MMR005019
" Pensioner, retired, elderly person",3564,4776,8340,Palae,MMR005019
" Ill, disabled",453,483,936,Palae,MMR005019
 Other,1431,444,1875,Palae,MMR005019
 Total,53665,64309,117974,Palae,MMR005019
 Employee (Government),1100,1178,2278,Kani,MMR005017
" Employee (Private, Org)",5891,4288,10179,Kani,MMR005017
 Employer,2039,652,2691,Kani,MMR005017
 Own account worker,17716,7890,25606,Kani,MMR005017
 Contributing family worker,7683,12660,20343,Kani,MMR005017
 Sought work,1549,1511,3060,Kani,MMR005017
 Did not seek work,191,138,329,Kani,MMR005017
 Full time student,8599,9409,18008,Kani,MMR005017
 Household work,301,16600,16901,Kani,MMR005017
" Pensioner, retired, elderly person",2857,4285,7142,Kani,MMR005017
" Ill, disabled",462,428,890,Kani,MMR005017
 Other,1524,799,2323,Kani,MMR005017
 Total,49912,59838,109750,Kani,MMR005017
 Employee (Government),3347,3039,6386,Dawei,MMR006001
" Employee (Private, Org)",14043,5864,19907,Dawei,MMR006001
 Employer,1254,645,1899,Dawei,MMR006001
 Own account worker,11553,8703,20256,Dawei,MMR006001
 Contributing family worker,2113,2909,5022,Dawei,MMR006001
 Sought work,1797,1045,2842,Dawei,MMR006001
 Did not seek work,371,230,601,Dawei,MMR006001
 Full time student,7152,8244,15396,Dawei,MMR006001
 Household work,1091,17945,19036,Dawei,MMR006001
" Pensioner, retired, elderly person",2800,4177,6977,Dawei,MMR006001
" Ill, disabled",592,519,1111,Dawei,MMR006001
 Other,2931,1718,4649,Dawei,MMR006001
 Total,49044,55038,104082,Dawei,MMR006001
 Employee (Government),674,1451,2125,Lounglon,MMR006002
" Employee (Private, Org)",13833,4859,18692,Lounglon,MMR006002
 Employer,1731,523,2254,Lounglon,MMR006002
 Own account worker,10240,9619,19859,Lounglon,MMR006002
 Contributing family worker,1710,3469,5179,Lounglon,MMR006002
 Sought work,1585,980,2565,Lounglon,MMR006002
 Did not seek work,296,196,492,Lounglon,MMR006002
 Full time student,7339,8294,15633,Lounglon,MMR006002
 Household work,1279,17066,18345,Lounglon,MMR006002
" Pensioner, retired, elderly person",2184,2877,5061,Lounglon,MMR006002
" Ill, disabled",609,598,1207,Lounglon,MMR006002
 Other,1049,340,1389,Lounglon,MMR006002
 Total,42529,50272,92801,Lounglon,MMR006002
 Employee (Government),875,1421,2296,Thayetchaung,MMR006003
" Employee (Private, Org)",9824,2619,12443,Thayetchaung,MMR006003
 Employer,630,230,860,Thayetchaung,MMR006003
 Own account worker,10297,5753,16050,Thayetchaung,MMR006003
 Contributing family worker,2319,2675,4994,Thayetchaung,MMR006003
 Sought work,1932,1088,3020,Thayetchaung,MMR006003
 Did not seek work,292,179,471,Thayetchaung,MMR006003
 Full time student,6984,7769,14753,Thayetchaung,MMR006003
 Household work,1257,18203,19460,Thayetchaung,MMR006003
" Pensioner, retired, elderly person",2119,3093,5212,Thayetchaung,MMR006003
" Ill, disabled",723,623,1346,Thayetchaung,MMR006003
 Other,1368,552,1920,Thayetchaung,MMR006003
 Total,38620,44205,82825,Thayetchaung,MMR006003
 Employee (Government),2099,741,2840,Yebyu,MMR006004
" Employee (Private, Org)",9364,2936,12300,Yebyu,MMR006004
 Employer,456,142,598,Yebyu,MMR006004
 Own account worker,12747,7225,19972,Yebyu,MMR006004
 Contributing family worker,2053,2661,4714,Yebyu,MMR006004
 Sought work,1915,1132,3047,Yebyu,MMR006004
 Did not seek work,228,168,396,Yebyu,MMR006004
 Full time student,6754,6931,13685,Yebyu,MMR006004
 Household work,537,14099,14636,Yebyu,MMR006004
" Pensioner, retired, elderly person",1513,2093,3606,Yebyu,MMR006004
" Ill, disabled",409,392,801,Yebyu,MMR006004
 Other,1498,816,2314,Yebyu,MMR006004
 Total,39573,39336,78909,Yebyu,MMR006004
 Employee (Government),102,122,224,Myitta(ST),MMR006001
" Employee (Private, Org)",1475,636,2111,Myitta(ST),MMR006001
 Employer,101,56,157,Myitta(ST),MMR006001
 Own account worker,2948,1518,4466,Myitta(ST),MMR006001
 Contributing family worker,843,870,1713,Myitta(ST),MMR006001
 Sought work,268,149,417,Myitta(ST),MMR006001
 Did not seek work,27,10,37,Myitta(ST),MMR006001
 Full time student,1298,1373,2671,Myitta(ST),MMR006001
 Household work,161,2433,2594,Myitta(ST),MMR006001
" Pensioner, retired, elderly person",236,478,714,Myitta(ST),MMR006001
" Ill, disabled",71,85,156,Myitta(ST),MMR006001
 Other,304,283,587,Myitta(ST),MMR006001
 Total,7834,8013,15847,Myitta(ST),MMR006001
 Employee (Government),881,131,1012,Kaleinaung(ST),MMR006004
" Employee (Private, Org)",2393,755,3148,Kaleinaung(ST),MMR006004
 Employer,186,59,245,Kaleinaung(ST),MMR006004
 Own account worker,2556,1135,3691,Kaleinaung(ST),MMR006004
 Contributing family worker,922,768,1690,Kaleinaung(ST),MMR006004
 Sought work,184,73,257,Kaleinaung(ST),MMR006004
 Did not seek work,31,13,44,Kaleinaung(ST),MMR006004
 Full time student,1182,1294,2476,Kaleinaung(ST),MMR006004
 Household work,82,3059,3141,Kaleinaung(ST),MMR006004
" Pensioner, retired, elderly person",165,310,475,Kaleinaung(ST),MMR006004
" Ill, disabled",63,40,103,Kaleinaung(ST),MMR006004
 Other,542,317,859,Kaleinaung(ST),MMR006004
 Total,9187,7954,17141,Kaleinaung(ST),MMR006004
 Employee (Government),5305,3532,8837,Myeik,MMR006005
" Employee (Private, Org)",39397,15293,54690,Myeik,MMR006005
 Employer,2079,804,2883,Myeik,MMR006005
 Own account worker,24536,13076,37612,Myeik,MMR006005
 Contributing family worker,3385,3549,6934,Myeik,MMR006005
 Sought work,3660,2295,5955,Myeik,MMR006005
 Did not seek work,768,409,1177,Myeik,MMR006005
 Full time student,18217,20712,38929,Myeik,MMR006005
 Household work,1259,46456,47715,Myeik,MMR006005
" Pensioner, retired, elderly person",4899,6799,11698,Myeik,MMR006005
" Ill, disabled",1109,858,1967,Myeik,MMR006005
 Other,5686,2590,8276,Myeik,MMR006005
 Total,110300,116373,226673,Myeik,MMR006005
 Employee (Government),1492,906,2398,Kyunsu,MMR006006
" Employee (Private, Org)",21154,6448,27602,Kyunsu,MMR006006
 Employer,2264,385,2649,Kyunsu,MMR006006
 Own account worker,18592,6887,25479,Kyunsu,MMR006006
 Contributing family worker,5945,7959,13904,Kyunsu,MMR006006
 Sought work,969,838,1807,Kyunsu,MMR006006
 Did not seek work,535,583,1118,Kyunsu,MMR006006
 Full time student,9634,10574,20208,Kyunsu,MMR006006
 Household work,917,23362,24279,Kyunsu,MMR006006
" Pensioner, retired, elderly person",1613,2411,4024,Kyunsu,MMR006006
" Ill, disabled",500,406,906,Kyunsu,MMR006006
 Other,1883,950,2833,Kyunsu,MMR006006
 Total,65498,61709,127207,Kyunsu,MMR006006
 Employee (Government),697,1321,2018,Palaw,MMR006007
" Employee (Private, Org)",9404,3338,12742,Palaw,MMR006007
 Employer,844,165,1009,Palaw,MMR006007
 Own account worker,8992,4190,13182,Palaw,MMR006007
 Contributing family worker,1913,1457,3370,Palaw,MMR006007
 Sought work,1087,616,1703,Palaw,MMR006007
 Did not seek work,307,144,451,Palaw,MMR006007
 Full time student,5588,6745,12333,Palaw,MMR006007
 Household work,955,14981,15936,Palaw,MMR006007
" Pensioner, retired, elderly person",1753,2317,4070,Palaw,MMR006007
" Ill, disabled",482,349,831,Palaw,MMR006007
 Other,2300,1771,4071,Palaw,MMR006007
 Total,34322,37394,71716,Palaw,MMR006007
 Employee (Government),1269,746,2015,Tanintharyi,MMR006008
" Employee (Private, Org)",6297,2290,8587,Tanintharyi,MMR006008
 Employer,569,265,834,Tanintharyi,MMR006008
 Own account worker,15459,6387,21846,Tanintharyi,MMR006008
 Contributing family worker,4292,3521,7813,Tanintharyi,MMR006008
 Sought work,1357,698,2055,Tanintharyi,MMR006008
 Did not seek work,315,170,485,Tanintharyi,MMR006008
 Full time student,6656,7181,13837,Tanintharyi,MMR006008
 Household work,650,14524,15174,Tanintharyi,MMR006008
" Pensioner, retired, elderly person",1238,1990,3228,Tanintharyi,MMR006008
" Ill, disabled",400,315,715,Tanintharyi,MMR006008
 Other,2820,1150,3970,Tanintharyi,MMR006008
 Total,41322,39237,80559,Tanintharyi,MMR006008
 Employee (Government),637,239,876,Palauk(ST),MMR006007
" Employee (Private, Org)",1458,297,1755,Palauk(ST),MMR006007
 Employer,283,52,335,Palauk(ST),MMR006007
 Own account worker,4354,1086,5440,Palauk(ST),MMR006007
 Contributing family worker,801,1199,2000,Palauk(ST),MMR006007
 Sought work,871,619,1490,Palauk(ST),MMR006007
 Did not seek work,942,468,1410,Palauk(ST),MMR006007
 Full time student,2314,2729,5043,Palauk(ST),MMR006007
 Household work,397,5797,6194,Palauk(ST),MMR006007
" Pensioner, retired, elderly person",633,889,1522,Palauk(ST),MMR006007
" Ill, disabled",190,173,363,Palauk(ST),MMR006007
 Other,384,189,573,Palauk(ST),MMR006007
 Total,13264,13737,27001,Palauk(ST),MMR006007
 Employee (Government),2174,1014,3188,Kawthoung,MMR006009
" Employee (Private, Org)",17875,4786,22661,Kawthoung,MMR006009
 Employer,1280,332,1612,Kawthoung,MMR006009
 Own account worker,10523,5063,15586,Kawthoung,MMR006009
 Contributing family worker,1707,1286,2993,Kawthoung,MMR006009
 Sought work,1136,485,1621,Kawthoung,MMR006009
 Did not seek work,430,234,664,Kawthoung,MMR006009
 Full time student,6275,6824,13099,Kawthoung,MMR006009
 Household work,1041,21207,22248,Kawthoung,MMR006009
" Pensioner, retired, elderly person",1620,2268,3888,Kawthoung,MMR006009
" Ill, disabled",418,334,752,Kawthoung,MMR006009
 Other,2414,1263,3677,Kawthoung,MMR006009
 Total,46893,45096,91989,Kawthoung,MMR006009
 Employee (Government),1330,306,1636,Bokepyin,MMR006010
" Employee (Private, Org)",6180,1234,7414,Bokepyin,MMR006010
 Employer,434,70,504,Bokepyin,MMR006010
 Own account worker,5114,1706,6820,Bokepyin,MMR006010
 Contributing family worker,1412,749,2161,Bokepyin,MMR006010
 Sought work,304,138,442,Bokepyin,MMR006010
 Did not seek work,114,47,161,Bokepyin,MMR006010
 Full time student,2583,2621,5204,Bokepyin,MMR006010
 Household work,428,8172,8600,Bokepyin,MMR006010
" Pensioner, retired, elderly person",413,515,928,Bokepyin,MMR006010
" Ill, disabled",96,79,175,Bokepyin,MMR006010
 Other,709,355,1064,Bokepyin,MMR006010
 Total,19117,15992,35109,Bokepyin,MMR006010
 Employee (Government),1231,97,1328,Khamaukgyi,MMR006009
" Employee (Private, Org)",5103,1962,7065,Khamaukgyi,MMR006009
 Employer,206,80,286,Khamaukgyi,MMR006009
 Own account worker,1406,523,1929,Khamaukgyi,MMR006009
 Contributing family worker,427,291,718,Khamaukgyi,MMR006009
 Sought work,191,59,250,Khamaukgyi,MMR006009
 Did not seek work,75,33,108,Khamaukgyi,MMR006009
 Full time student,740,726,1466,Khamaukgyi,MMR006009
 Household work,140,3573,3713,Khamaukgyi,MMR006009
" Pensioner, retired, elderly person",118,129,247,Khamaukgyi,MMR006009
" Ill, disabled",66,30,96,Khamaukgyi,MMR006009
 Other,337,221,558,Khamaukgyi,MMR006009
 Total,10040,7724,17764,Khamaukgyi,MMR006009
 Employee (Government),429,80,509,Pyigyimandaing,MMR006010
" Employee (Private, Org)",1466,395,1861,Pyigyimandaing,MMR006010
 Employer,71,38,109,Pyigyimandaing,MMR006010
 Own account worker,2215,737,2952,Pyigyimandaing,MMR006010
 Contributing family worker,561,271,832,Pyigyimandaing,MMR006010
 Sought work,101,16,117,Pyigyimandaing,MMR006010
 Did not seek work,37,10,47,Pyigyimandaing,MMR006010
 Full time student,991,1102,2093,Pyigyimandaing,MMR006010
 Household work,191,2614,2805,Pyigyimandaing,MMR006010
" Pensioner, retired, elderly person",122,190,312,Pyigyimandaing,MMR006010
" Ill, disabled",39,34,73,Pyigyimandaing,MMR006010
 Other,437,209,646,Pyigyimandaing,MMR006010
 Total,6660,5696,12356,Pyigyimandaing,MMR006010
 Employee (Government),848,107,955,Karathuri(ST),MMR006010
" Employee (Private, Org)",2944,829,3773,Karathuri(ST),MMR006010
 Employer,142,21,163,Karathuri(ST),MMR006010
 Own account worker,1523,443,1966,Karathuri(ST),MMR006010
 Contributing family worker,796,603,1399,Karathuri(ST),MMR006010
 Sought work,69,41,110,Karathuri(ST),MMR006010
 Did not seek work,21,64,85,Karathuri(ST),MMR006010
 Full time student,947,992,1939,Karathuri(ST),MMR006010
 Household work,57,2742,2799,Karathuri(ST),MMR006010
" Pensioner, retired, elderly person",130,208,338,Karathuri(ST),MMR006010
" Ill, disabled",27,18,45,Karathuri(ST),MMR006010
 Other,221,128,349,Karathuri(ST),MMR006010
 Total,7725,6196,13921,Karathuri(ST),MMR006010
 Employee (Government),9942,5503,15445,Bago,MMR007001
" Employee (Private, Org)",59144,39574,98718,Bago,MMR007001
 Employer,6448,2685,9133,Bago,MMR007001
 Own account worker,46919,29684,76603,Bago,MMR007001
 Contributing family worker,6012,5031,11043,Bago,MMR007001
 Sought work,6532,3999,10531,Bago,MMR007001
 Did not seek work,1136,622,1758,Bago,MMR007001
 Full time student,27831,27843,55674,Bago,MMR007001
 Household work,2067,77096,79163,Bago,MMR007001
" Pensioner, retired, elderly person",7294,11977,19271,Bago,MMR007001
" Ill, disabled",1675,1498,3173,Bago,MMR007001
 Other,15703,6372,22075,Bago,MMR007001
 Total,190703,211884,402587,Bago,MMR007001
 Employee (Government),704,941,1645,Tanatpin,MMR007002
" Employee (Private, Org)",12699,6647,19346,Tanatpin,MMR007002
 Employer,3621,882,4503,Tanatpin,MMR007002
 Own account worker,14528,7663,22191,Tanatpin,MMR007002
 Contributing family worker,2622,1814,4436,Tanatpin,MMR007002
 Sought work,2119,1417,3536,Tanatpin,MMR007002
 Did not seek work,326,170,496,Tanatpin,MMR007002
 Full time student,8573,8445,17018,Tanatpin,MMR007002
 Household work,687,25730,26417,Tanatpin,MMR007002
" Pensioner, retired, elderly person",1892,3095,4987,Tanatpin,MMR007002
" Ill, disabled",558,531,1089,Tanatpin,MMR007002
 Other,4176,2311,6487,Tanatpin,MMR007002
 Total,52505,59646,112151,Tanatpin,MMR007002
 Employee (Government),901,1404,2305,Kawa,MMR007003
" Employee (Private, Org)",19430,10367,29797,Kawa,MMR007003
 Employer,5293,1423,6716,Kawa,MMR007003
 Own account worker,18511,5780,24291,Kawa,MMR007003
 Contributing family worker,4571,6895,11466,Kawa,MMR007003
 Sought work,2687,2261,4948,Kawa,MMR007003
 Did not seek work,314,235,549,Kawa,MMR007003
 Full time student,12237,11705,23942,Kawa,MMR007003
 Household work,715,35317,36032,Kawa,MMR007003
" Pensioner, retired, elderly person",2628,4528,7156,Kawa,MMR007003
" Ill, disabled",617,599,1216,Kawa,MMR007003
 Other,4008,2030,6038,Kawa,MMR007003
 Total,71912,82544,154456,Kawa,MMR007003
 Employee (Government),1061,1172,2233,Waw,MMR007004
" Employee (Private, Org)",16885,11760,28645,Waw,MMR007004
 Employer,3433,955,4388,Waw,MMR007004
 Own account worker,16801,7137,23938,Waw,MMR007004
 Contributing family worker,4445,5089,9534,Waw,MMR007004
 Sought work,2586,1851,4437,Waw,MMR007004
 Did not seek work,300,171,471,Waw,MMR007004
 Full time student,10297,10445,20742,Waw,MMR007004
 Household work,755,27996,28751,Waw,MMR007004
" Pensioner, retired, elderly person",2609,4175,6784,Waw,MMR007004
" Ill, disabled",705,589,1294,Waw,MMR007004
 Other,3751,1759,5510,Waw,MMR007004
 Total,63628,73099,136727,Waw,MMR007004
 Employee (Government),1695,2043,3738,Nyaunglebin,MMR007005
" Employee (Private, Org)",18342,9832,28174,Nyaunglebin,MMR007005
 Employer,3990,1010,5000,Nyaunglebin,MMR007005
 Own account worker,22217,9652,31869,Nyaunglebin,MMR007005
 Contributing family worker,4620,3883,8503,Nyaunglebin,MMR007005
 Sought work,3078,2463,5541,Nyaunglebin,MMR007005
 Did not seek work,323,207,530,Nyaunglebin,MMR007005
 Full time student,11326,11689,23015,Nyaunglebin,MMR007005
 Household work,1176,36538,37714,Nyaunglebin,MMR007005
" Pensioner, retired, elderly person",4048,6043,10091,Nyaunglebin,MMR007005
" Ill, disabled",853,772,1625,Nyaunglebin,MMR007005
 Other,3097,1926,5023,Nyaunglebin,MMR007005
 Total,74765,86058,160823,Nyaunglebin,MMR007005
 Employee (Government),1623,2070,3693,Kyauktaga,MMR007006
" Employee (Private, Org)",25329,12696,38025,Kyauktaga,MMR007006
 Employer,5125,1030,6155,Kyauktaga,MMR007006
 Own account worker,23527,7978,31505,Kyauktaga,MMR007006
 Contributing family worker,8456,8635,17091,Kyauktaga,MMR007006
 Sought work,3551,2477,6028,Kyauktaga,MMR007006
 Did not seek work,444,242,686,Kyauktaga,MMR007006
 Full time student,14784,14944,29728,Kyauktaga,MMR007006
 Household work,1688,45935,47623,Kyauktaga,MMR007006
" Pensioner, retired, elderly person",4171,6289,10460,Kyauktaga,MMR007006
" Ill, disabled",730,665,1395,Kyauktaga,MMR007006
 Other,3235,1573,4808,Kyauktaga,MMR007006
 Total,92663,104534,197197,Kyauktaga,MMR007006
 Employee (Government),1645,1803,3448,Daik U,MMR007007
" Employee (Private, Org)",24329,15534,39863,Daik U,MMR007007
 Employer,4720,1299,6019,Daik U,MMR007007
 Own account worker,19230,10373,29603,Daik U,MMR007007
 Contributing family worker,5063,4867,9930,Daik U,MMR007007
 Sought work,2073,1491,3564,Daik U,MMR007007
 Did not seek work,306,154,460,Daik U,MMR007007
 Full time student,10917,11032,21949,Daik U,MMR007007
 Household work,830,32932,33762,Daik U,MMR007007
" Pensioner, retired, elderly person",3370,5027,8397,Daik U,MMR007007
" Ill, disabled",756,670,1426,Daik U,MMR007007
 Other,2508,543,3051,Daik U,MMR007007
 Total,75747,85725,161472,Daik U,MMR007007
 Employee (Government),1770,922,2692,Shwegyin,MMR007008
" Employee (Private, Org)",8486,3884,12370,Shwegyin,MMR007008
 Employer,1027,310,1337,Shwegyin,MMR007008
 Own account worker,13579,5905,19484,Shwegyin,MMR007008
 Contributing family worker,2638,1977,4615,Shwegyin,MMR007008
 Sought work,1682,1049,2731,Shwegyin,MMR007008
 Did not seek work,248,127,375,Shwegyin,MMR007008
 Full time student,6022,6403,12425,Shwegyin,MMR007008
 Household work,664,17719,18383,Shwegyin,MMR007008
" Pensioner, retired, elderly person",1605,2316,3921,Shwegyin,MMR007008
" Ill, disabled",342,339,681,Shwegyin,MMR007008
 Other,2392,1121,3513,Shwegyin,MMR007008
 Total,40455,42072,82527,Shwegyin,MMR007008
 Employee (Government),8037,3949,11986,Toungoo,MMR007009
" Employee (Private, Org)",25692,13832,39524,Toungoo,MMR007009
 Employer,3265,1145,4410,Toungoo,MMR007009
 Own account worker,23849,14354,38203,Toungoo,MMR007009
 Contributing family worker,5526,5070,10596,Toungoo,MMR007009
 Sought work,2804,1797,4601,Toungoo,MMR007009
 Did not seek work,483,227,710,Toungoo,MMR007009
 Full time student,16255,16612,32867,Toungoo,MMR007009
 Household work,1811,44569,46380,Toungoo,MMR007009
" Pensioner, retired, elderly person",5787,7552,13339,Toungoo,MMR007009
" Ill, disabled",866,732,1598,Toungoo,MMR007009
 Other,7131,3785,10916,Toungoo,MMR007009
 Total,101506,113624,215130,Toungoo,MMR007009
 Employee (Government),4742,2958,7700,Yaedashe,MMR007010
" Employee (Private, Org)",17515,10369,27884,Yaedashe,MMR007010
 Employer,3256,1006,4262,Yaedashe,MMR007010
 Own account worker,25509,11670,37179,Yaedashe,MMR007010
 Contributing family worker,6699,8056,14755,Yaedashe,MMR007010
 Sought work,1849,1312,3161,Yaedashe,MMR007010
 Did not seek work,289,207,496,Yaedashe,MMR007010
 Full time student,10803,11203,22006,Yaedashe,MMR007010
 Household work,830,33460,34290,Yaedashe,MMR007010
" Pensioner, retired, elderly person",3393,5082,8475,Yaedashe,MMR007010
" Ill, disabled",724,694,1418,Yaedashe,MMR007010
 Other,5732,3200,8932,Yaedashe,MMR007010
 Total,81341,89217,170558,Yaedashe,MMR007010
 Employee (Government),1542,888,2430,Kyaukkyi,MMR007011
" Employee (Private, Org)",8306,4921,13227,Kyaukkyi,MMR007011
