Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Associate Scrutiny Card (blue),-,35,35,Kani,MMR005017
 Naturalised Scrutiny Card (green),1,195,196,Kani,MMR005017
 National Registration Card (3-fold),26,1494,1520,Kani,MMR005017
 Religious card,51,415,466,Kani,MMR005017
 Temporary Registration Card (white),12,115,127,Kani,MMR005017
 Foreign Passport,-,23,23,Kani,MMR005017
 None,374,29178,29552,Kani,MMR005017
 Child under 10 years,724,24067,24791,Kani,MMR005017
 Total,4887,129654,134541,Kani,MMR005017
 Citizenship Scrutiny Card (pink),56290,27324,83614,Dawei,MMR006001
 Associate Scrutiny Card (blue),88,15,103,Dawei,MMR006001
 Naturalised Scrutiny Card (green),294,25,319,Dawei,MMR006001
 National Registration Card (3-fold),383,196,579,Dawei,MMR006001
 Religious card,635,183,818,Dawei,MMR006001
 Temporary Registration Card (white),214,41,255,Dawei,MMR006001
 Foreign Registration Card (FRC),41,58,99,Dawei,MMR006001
 Foreign Passport,73,108,181,Dawei,MMR006001
 None,9834,8280,18114,Dawei,MMR006001
 Child under 10 years,12265,9258,21523,Dawei,MMR006001
 Total,80117,45488,125605,Dawei,MMR006001
 Citizenship Scrutiny Card (pink),3666,60488,64154,Lounglon,MMR006002
 Associate Scrutiny Card (blue),1,49,50,Lounglon,MMR006002
 Naturalised Scrutiny Card (green),14,108,122,Lounglon,MMR006002
 National Registration Card (3-fold),8,1026,1034,Lounglon,MMR006002
 Religious card,40,484,524,Lounglon,MMR006002
 Temporary Registration Card (white),3,284,287,Lounglon,MMR006002
 Foreign Registration Card (FRC),-,5,5,Lounglon,MMR006002
 Foreign Passport,-,24,24,Lounglon,MMR006002
 None,669,25932,26601,Lounglon,MMR006002
 Child under 10 years,933,24583,25516,Lounglon,MMR006002
 Total,5334,112983,118317,Lounglon,MMR006002
 Citizenship Scrutiny Card (pink),8264,55907,64171,Thayetchaung,MMR006003
 Associate Scrutiny Card (blue),5,35,40,Thayetchaung,MMR006003
 Naturalised Scrutiny Card (green),6,128,134,Thayetchaung,MMR006003
 National Registration Card (3-fold),74,1283,1357,Thayetchaung,MMR006003
 Religious card,39,318,357,Thayetchaung,MMR006003
 Temporary Registration Card (white),22,189,211,Thayetchaung,MMR006003
 Foreign Registration Card (FRC),1,3,4,Thayetchaung,MMR006003
 Foreign Passport,-,34,34,Thayetchaung,MMR006003
 None,931,15586,16517,Thayetchaung,MMR006003
 Child under 10 years,1963,20874,22837,Thayetchaung,MMR006003
 Total,11305,94357,105662,Thayetchaung,MMR006003
 Citizenship Scrutiny Card (pink),3303,49668,52971,Yebyu,MMR006004
 Associate Scrutiny Card (blue),-,96,96,Yebyu,MMR006004
 Naturalised Scrutiny Card (green),5,119,124,Yebyu,MMR006004
 National Registration Card (3-fold),21,1791,1812,Yebyu,MMR006004
 Religious card,17,304,321,Yebyu,MMR006004
 Temporary Registration Card (white),45,220,265,Yebyu,MMR006004
 Foreign Registration Card (FRC),-,8,8,Yebyu,MMR006004
 Foreign Passport,1,424,425,Yebyu,MMR006004
 None,525,22362,22887,Yebyu,MMR006004
 Child under 10 years,827,21032,21859,Yebyu,MMR006004
 Total,4744,96024,100768,Yebyu,MMR006004
 Citizenship Scrutiny Card (pink),1815,9064,10879,Myitta(ST),MMR006001
 Associate Scrutiny Card (blue),-,22,22,Myitta(ST),MMR006001
 Naturalised Scrutiny Card (green),3,46,49,Myitta(ST),MMR006001
 National Registration Card (3-fold),24,423,447,Myitta(ST),MMR006001
 Religious card,6,30,36,Myitta(ST),MMR006001
 Temporary Registration Card (white),23,34,57,Myitta(ST),MMR006001
 Foreign Registration Card (FRC),22,13,35,Myitta(ST),MMR006001
 Foreign Passport,1,24,25,Myitta(ST),MMR006001
 None,597,3700,4297,Myitta(ST),MMR006001
 Child under 10 years,851,4661,5512,Myitta(ST),MMR006001
 Total,3342,18017,21359,Myitta(ST),MMR006001
 Citizenship Scrutiny Card (pink),2067,10784,12851,Kaleinaung(ST),MMR006004
 Associate Scrutiny Card (blue),-,8,8,Kaleinaung(ST),MMR006004
 Naturalised Scrutiny Card (green),10,17,27,Kaleinaung(ST),MMR006004
 National Registration Card (3-fold),26,139,165,Kaleinaung(ST),MMR006004
 Religious card,8,34,42,Kaleinaung(ST),MMR006004
 Temporary Registration Card (white),3,15,18,Kaleinaung(ST),MMR006004
 Foreign Registration Card (FRC),-,2,2,Kaleinaung(ST),MMR006004
 Foreign Passport,-,1,1,Kaleinaung(ST),MMR006004
 None,421,3606,4027,Kaleinaung(ST),MMR006004
 Child under 10 years,579,4145,4724,Kaleinaung(ST),MMR006004
 Total,3114,18751,21865,Kaleinaung(ST),MMR006004
 Citizenship Scrutiny Card (pink),67956,85162,153118,Myeik,MMR006005
 Associate Scrutiny Card (blue),152,45,197,Myeik,MMR006005
 Naturalised Scrutiny Card (green),683,378,1061,Myeik,MMR006005
 National Registration Card (3-fold),2876,5029,7905,Myeik,MMR006005
 Religious card,682,650,1332,Myeik,MMR006005
 Temporary Registration Card (white),592,179,771,Myeik,MMR006005
 Foreign Registration Card (FRC),130,15,145,Myeik,MMR006005
 Foreign Passport,80,77,157,Myeik,MMR006005
 None,21803,40184,61987,Myeik,MMR006005
 Child under 10 years,20187,37629,57816,Myeik,MMR006005
 Total,115141,169348,284489,Myeik,MMR006005
 Citizenship Scrutiny Card (pink),3849,69712,73561,Kyunsu,MMR006006
 Associate Scrutiny Card (blue),-,40,40,Kyunsu,MMR006006
 Naturalised Scrutiny Card (green),5,139,144,Kyunsu,MMR006006
 National Registration Card (3-fold),54,1944,1998,Kyunsu,MMR006006
 Religious card,12,267,279,Kyunsu,MMR006006
 Temporary Registration Card (white),6,199,205,Kyunsu,MMR006006
 Foreign Registration Card (FRC),-,4,4,Kyunsu,MMR006006
 Foreign Passport,-,47,47,Kyunsu,MMR006006
 None,581,50348,50929,Kyunsu,MMR006006
 Child under 10 years,1041,43505,44546,Kyunsu,MMR006006
 Total,5548,166205,171753,Kyunsu,MMR006006
 Citizenship Scrutiny Card (pink),11855,39980,51835,Palaw,MMR006007
 Associate Scrutiny Card (blue),3,15,18,Palaw,MMR006007
 Naturalised Scrutiny Card (green),21,92,113,Palaw,MMR006007
 National Registration Card (3-fold),77,570,647,Palaw,MMR006007
 Religious card,53,249,302,Palaw,MMR006007
 Temporary Registration Card (white),19,106,125,Palaw,MMR006007
 Foreign Registration Card (FRC),5,1,6,Palaw,MMR006007
 Foreign Passport,3,6,9,Palaw,MMR006007
 None,3161,15500,18661,Palaw,MMR006007
 Child under 10 years,3739,17983,21722,Palaw,MMR006007
 Total,18936,74502,93438,Palaw,MMR006007
 Citizenship Scrutiny Card (pink),3768,47510,51278,Tanintharyi,MMR006008
 Associate Scrutiny Card (blue),-,35,35,Tanintharyi,MMR006008
 Naturalised Scrutiny Card (green),6,159,165,Tanintharyi,MMR006008
 National Registration Card (3-fold),69,2151,2220,Tanintharyi,MMR006008
 Religious card,31,214,245,Tanintharyi,MMR006008
 Temporary Registration Card (white),4,403,407,Tanintharyi,MMR006008
 Foreign Registration Card (FRC),-,29,29,Tanintharyi,MMR006008
 Foreign Passport,1,12,13,Tanintharyi,MMR006008
 None,648,25519,26167,Tanintharyi,MMR006008
 Child under 10 years,987,25307,26294,Tanintharyi,MMR006008
 Total,5514,101339,106853,Tanintharyi,MMR006008
 Citizenship Scrutiny Card (pink),3363,15154,18517,Palauk(ST),MMR006007
 Associate Scrutiny Card (blue),1,2,3,Palauk(ST),MMR006007
 Naturalised Scrutiny Card (green),15,26,41,Palauk(ST),MMR006007
 National Registration Card (3-fold),51,408,459,Palauk(ST),MMR006007
 Religious card,16,69,85,Palauk(ST),MMR006007
 Temporary Registration Card (white),21,6,27,Palauk(ST),MMR006007
 Foreign Passport,-,2,2,Palauk(ST),MMR006007
 None,1261,6606,7867,Palauk(ST),MMR006007
 Child under 10 years,1448,8105,9553,Palauk(ST),MMR006007
 Total,6176,30378,36554,Palauk(ST),MMR006007
 Citizenship Scrutiny Card (pink),33900,24150,58050,Kawthoung,MMR006009
 Associate Scrutiny Card (blue),27,28,55,Kawthoung,MMR006009
 Naturalised Scrutiny Card (green),117,206,323,Kawthoung,MMR006009
 National Registration Card (3-fold),1663,3693,5356,Kawthoung,MMR006009
 Religious card,331,192,523,Kawthoung,MMR006009
 Temporary Registration Card (white),156,210,366,Kawthoung,MMR006009
 Foreign Registration Card (FRC),59,4,63,Kawthoung,MMR006009
 Foreign Passport,49,177,226,Kawthoung,MMR006009
 None,10008,17019,27027,Kawthoung,MMR006009
 Child under 10 years,11639,13352,24991,Kawthoung,MMR006009
 Total,57949,59031,116980,Kawthoung,MMR006009
 Citizenship Scrutiny Card (pink),3030,16062,19092,Bokepyin,MMR006010
 Associate Scrutiny Card (blue),1,26,27,Bokepyin,MMR006010
 Naturalised Scrutiny Card (green),24,126,150,Bokepyin,MMR006010
 National Registration Card (3-fold),171,1585,1756,Bokepyin,MMR006010
 Religious card,32,68,100,Bokepyin,MMR006010
 Temporary Registration Card (white),5,344,349,Bokepyin,MMR006010
 Foreign Registration Card (FRC),-,1,1,Bokepyin,MMR006010
 Foreign Passport,1,10,11,Bokepyin,MMR006010
 None,1061,12562,13623,Bokepyin,MMR006010
 Child under 10 years,1059,10653,11712,Bokepyin,MMR006010
 Total,5384,41437,46821,Bokepyin,MMR006010
 Citizenship Scrutiny Card (pink),5307,6265,11572,Khamaukgyi,MMR006009
 Associate Scrutiny Card (blue),8,7,15,Khamaukgyi,MMR006009
 Naturalised Scrutiny Card (green),17,41,58,Khamaukgyi,MMR006009
 National Registration Card (3-fold),146,326,472,Khamaukgyi,MMR006009
 Religious card,11,35,46,Khamaukgyi,MMR006009
 Temporary Registration Card (white),50,36,86,Khamaukgyi,MMR006009
 Foreign Registration Card (FRC),-,2,2,Khamaukgyi,MMR006009
 Foreign Passport,1,4,5,Khamaukgyi,MMR006009
 None,2702,2806,5508,Khamaukgyi,MMR006009
 Child under 10 years,2515,2761,5276,Khamaukgyi,MMR006009
 Total,10757,12283,23040,Khamaukgyi,MMR006009
 Citizenship Scrutiny Card (pink),2148,6130,8278,Pyigyimandaing,MMR006010
 Associate Scrutiny Card (blue),1,1,2,Pyigyimandaing,MMR006010
 Naturalised Scrutiny Card (green),3,21,24,Pyigyimandaing,MMR006010
 National Registration Card (3-fold),30,144,174,Pyigyimandaing,MMR006010
 Religious card,9,23,32,Pyigyimandaing,MMR006010
 Temporary Registration Card (white),6,22,28,Pyigyimandaing,MMR006010
 Foreign Registration Card (FRC),2,-,2,Pyigyimandaing,MMR006010
 Foreign Passport,-,14,14,Pyigyimandaing,MMR006010
 None,637,3165,3802,Pyigyimandaing,MMR006010
 Child under 10 years,810,3438,4248,Pyigyimandaing,MMR006010
 Total,3646,12958,16604,Pyigyimandaing,MMR006010
 Citizenship Scrutiny Card (pink),901,8382,9283,Karathuri(ST),MMR006010
 Associate Scrutiny Card (blue),-,11,11,Karathuri(ST),MMR006010
 Naturalised Scrutiny Card (green),1,50,51,Karathuri(ST),MMR006010
 National Registration Card (3-fold),1,219,220,Karathuri(ST),MMR006010
 Religious card,5,32,37,Karathuri(ST),MMR006010
 Temporary Registration Card (white),2,53,55,Karathuri(ST),MMR006010
 Foreign Passport,1,7,8,Karathuri(ST),MMR006010
 None,231,4025,4256,Karathuri(ST),MMR006010
 Child under 10 years,270,4102,4372,Karathuri(ST),MMR006010
 Total,1412,16881,18293,Karathuri(ST),MMR006010
 Citizenship Scrutiny Card (pink),147374,115797,263171,Bago,MMR007001
 Associate Scrutiny Card (blue),240,43,283,Bago,MMR007001
 Naturalised Scrutiny Card (green),1713,577,2290,Bago,MMR007001
 National Registration Card (3-fold),2442,1695,4137,Bago,MMR007001
 Religious card,4178,1572,5750,Bago,MMR007001
 Temporary Registration Card (white),1026,676,1702,Bago,MMR007001
 Foreign Registration Card (FRC),71,28,99,Bago,MMR007001
 Foreign Passport,135,123,258,Bago,MMR007001
 None,56772,68125,124897,Bago,MMR007001
 Child under 10 years,40473,48374,88847,Bago,MMR007001
 Total,254424,237010,491434,Bago,MMR007001
 Citizenship Scrutiny Card (pink),8009,52780,60789,Tanatpin,MMR007002
 Associate Scrutiny Card (blue),28,65,93,Tanatpin,MMR007002
 Naturalised Scrutiny Card (green),204,1407,1611,Tanatpin,MMR007002
 National Registration Card (3-fold),98,474,572,Tanatpin,MMR007002
 Religious card,96,411,507,Tanatpin,MMR007002
 Temporary Registration Card (white),78,151,229,Tanatpin,MMR007002
 Foreign Registration Card (FRC),4,13,17,Tanatpin,MMR007002
 Foreign Passport,8,30,38,Tanatpin,MMR007002
 None,4295,44000,48295,Tanatpin,MMR007002
 Child under 10 years,3002,30134,33136,Tanatpin,MMR007002
 Total,15822,129465,145287,Tanatpin,MMR007002
 Citizenship Scrutiny Card (pink),9835,87856,97691,Kawa,MMR007003
 Associate Scrutiny Card (blue),13,43,56,Kawa,MMR007003
 Naturalised Scrutiny Card (green),406,1367,1773,Kawa,MMR007003
 National Registration Card (3-fold),108,825,933,Kawa,MMR007003
 Religious card,51,487,538,Kawa,MMR007003
 Temporary Registration Card (white),68,281,349,Kawa,MMR007003
 Foreign Registration Card (FRC),4,2,6,Kawa,MMR007003
 Foreign Passport,1,30,31,Kawa,MMR007003
 None,3796,49283,53079,Kawa,MMR007003
 Child under 10 years,3114,39793,42907,Kawa,MMR007003
 Total,17396,179967,197363,Kawa,MMR007003
 Citizenship Scrutiny Card (pink),12641,74417,87058,Waw,MMR007004
 Associate Scrutiny Card (blue),41,61,102,Waw,MMR007004
 Naturalised Scrutiny Card (green),232,883,1115,Waw,MMR007004
 National Registration Card (3-fold),233,856,1089,Waw,MMR007004
 Religious card,108,490,598,Waw,MMR007004
 Temporary Registration Card (white),154,217,371,Waw,MMR007004
 Foreign Registration Card (FRC),1,5,6,Waw,MMR007004
 Foreign Passport,1,37,38,Waw,MMR007004
 None,5256,41094,46350,Waw,MMR007004
 Child under 10 years,4476,34811,39287,Waw,MMR007004
 Total,23143,152871,176014,Waw,MMR007004
 Citizenship Scrutiny Card (pink),34086,74224,108310,Nyaunglebin,MMR007005
 Associate Scrutiny Card (blue),74,24,98,Nyaunglebin,MMR007005
 Naturalised Scrutiny Card (green),260,147,407,Nyaunglebin,MMR007005
 National Registration Card (3-fold),426,257,683,Nyaunglebin,MMR007005
 Religious card,382,487,869,Nyaunglebin,MMR007005
 Temporary Registration Card (white),94,89,183,Nyaunglebin,MMR007005
 Foreign Registration Card (FRC),26,3,29,Nyaunglebin,MMR007005
 Foreign Passport,19,20,39,Nyaunglebin,MMR007005
 None,13366,36839,50205,Nyaunglebin,MMR007005
 Child under 10 years,10511,28149,38660,Nyaunglebin,MMR007005
 Total,59244,140239,199483,Nyaunglebin,MMR007005
 Citizenship Scrutiny Card (pink),17242,91574,108816,Kyauktaga,MMR007006
 Associate Scrutiny Card (blue),92,144,236,Kyauktaga,MMR007006
 Naturalised Scrutiny Card (green),1241,12129,13370,Kyauktaga,MMR007006
 National Registration Card (3-fold),236,601,837,Kyauktaga,MMR007006
 Religious card,185,523,708,Kyauktaga,MMR007006
 Temporary Registration Card (white),125,644,769,Kyauktaga,MMR007006
 Foreign Registration Card (FRC),13,21,34,Kyauktaga,MMR007006
 Foreign Passport,13,40,53,Kyauktaga,MMR007006
 None,6809,65565,72374,Kyauktaga,MMR007006
 Child under 10 years,5700,48315,54015,Kyauktaga,MMR007006
 Total,31656,219556,251212,Kyauktaga,MMR007006
 Citizenship Scrutiny Card (pink),22015,82412,104427,Daik U,MMR007007
 Associate Scrutiny Card (blue),59,68,127,Daik U,MMR007007
 Naturalised Scrutiny Card (green),109,299,408,Daik U,MMR007007
 National Registration Card (3-fold),304,792,1096,Daik U,MMR007007
 Religious card,270,690,960,Daik U,MMR007007
 Temporary Registration Card (white),64,366,430,Daik U,MMR007007
 Foreign Registration Card (FRC),5,-,5,Daik U,MMR007007
 Foreign Passport,6,26,32,Daik U,MMR007007
 None,8696,45291,53987,Daik U,MMR007007
 Child under 10 years,6949,34109,41058,Daik U,MMR007007
 Total,38477,164053,202530,Daik U,MMR007007
 Citizenship Scrutiny Card (pink),13273,31632,44905,Shwegyin,MMR007008
 Associate Scrutiny Card (blue),14,12,26,Shwegyin,MMR007008
 Naturalised Scrutiny Card (green),77,117,194,Shwegyin,MMR007008
 National Registration Card (3-fold),746,329,1075,Shwegyin,MMR007008
 Religious card,199,268,467,Shwegyin,MMR007008
 Temporary Registration Card (white),147,393,540,Shwegyin,MMR007008
 Foreign Registration Card (FRC),4,2,6,Shwegyin,MMR007008
 Foreign Passport,2,11,13,Shwegyin,MMR007008
 None,5359,29942,35301,Shwegyin,MMR007008
 Child under 10 years,4758,20177,24935,Shwegyin,MMR007008
 Total,24579,82883,107462,Shwegyin,MMR007008
 Citizenship Scrutiny Card (pink),70087,84234,154321,Toungoo,MMR007009
 Associate Scrutiny Card (blue),244,58,302,Toungoo,MMR007009
 Naturalised Scrutiny Card (green),1470,378,1848,Toungoo,MMR007009
 National Registration Card (3-fold),2261,1474,3735,Toungoo,MMR007009
 Religious card,918,635,1553,Toungoo,MMR007009
 Temporary Registration Card (white),484,796,1280,Toungoo,MMR007009
 Foreign Registration Card (FRC),70,14,84,Toungoo,MMR007009
 Foreign Passport,26,45,71,Toungoo,MMR007009
 None,17231,34705,51936,Toungoo,MMR007009
 Child under 10 years,15798,31128,46926,Toungoo,MMR007009
 Total,108589,153467,262056,Toungoo,MMR007009
 Citizenship Scrutiny Card (pink),15790,92968,108758,Yaedashe,MMR007010
 Associate Scrutiny Card (blue),41,55,96,Yaedashe,MMR007010
 Naturalised Scrutiny Card (green),64,363,427,Yaedashe,MMR007010
 National Registration Card (3-fold),171,1587,1758,Yaedashe,MMR007010
 Religious card,147,813,960,Yaedashe,MMR007010
 Temporary Registration Card (white),99,730,829,Yaedashe,MMR007010
 Foreign Registration Card (FRC),2,13,15,Yaedashe,MMR007010
 Foreign Passport,15,58,73,Yaedashe,MMR007010
 None,4212,53430,57642,Yaedashe,MMR007010
 Child under 10 years,3879,39156,43035,Yaedashe,MMR007010
 Total,24420,189173,213593,Yaedashe,MMR007010
 Citizenship Scrutiny Card (pink),6253,40437,46690,Kyaukkyi,MMR007011
 Associate Scrutiny Card (blue),7,31,38,Kyaukkyi,MMR007011
 Naturalised Scrutiny Card (green),13,464,477,Kyaukkyi,MMR007011
 National Registration Card (3-fold),73,889,962,Kyaukkyi,MMR007011
 Religious card,54,425,479,Kyaukkyi,MMR007011
 Temporary Registration Card (white),47,471,518,Kyaukkyi,MMR007011
 Foreign Registration Card (FRC),-,1,1,Kyaukkyi,MMR007011
 Foreign Passport,3,54,57,Kyaukkyi,MMR007011
 None,2190,35159,37349,Kyaukkyi,MMR007011
 Child under 10 years,2175,24583,26758,Kyaukkyi,MMR007011
 Total,10815,102514,113329,Kyaukkyi,MMR007011
 Citizenship Scrutiny Card (pink),36328,89939,126267,Pyu,MMR007012
 Associate Scrutiny Card (blue),117,125,242,Pyu,MMR007012
 Naturalised Scrutiny Card (green),1540,7124,8664,Pyu,MMR007012
 National Registration Card (3-fold),900,1622,2522,Pyu,MMR007012
 Religious card,302,563,865,Pyu,MMR007012
 Temporary Registration Card (white),615,966,1581,Pyu,MMR007012
 Foreign Registration Card (FRC),15,13,28,Pyu,MMR007012
 Foreign Passport,32,49,81,Pyu,MMR007012
 None,12835,51403,64238,Pyu,MMR007012
 Child under 10 years,11196,41589,52785,Pyu,MMR007012
 Total,63880,193393,257273,Pyu,MMR007012
 Citizenship Scrutiny Card (pink),9056,77494,86550,Oatwin,MMR007013
 Associate Scrutiny Card (blue),8,64,72,Oatwin,MMR007013
 Naturalised Scrutiny Card (green),16,1088,1104,Oatwin,MMR007013
 National Registration Card (3-fold),56,922,978,Oatwin,MMR007013
 Religious card,137,480,617,Oatwin,MMR007013
 Temporary Registration Card (white),16,175,191,Oatwin,MMR007013
 Foreign Registration Card (FRC),1,1,2,Oatwin,MMR007013
 Foreign Passport,-,39,39,Oatwin,MMR007013
 None,2281,35596,37877,Oatwin,MMR007013
 Child under 10 years,2572,29826,32398,Oatwin,MMR007013
 Total,14143,145685,159828,Oatwin,MMR007013
 Citizenship Scrutiny Card (pink),6300,52713,59013,Htantapin,MMR007014
 Associate Scrutiny Card (blue),8,41,49,Htantapin,MMR007014
 Naturalised Scrutiny Card (green),13,235,248,Htantapin,MMR007014
 National Registration Card (3-fold),62,400,462,Htantapin,MMR007014
 Religious card,19,357,376,Htantapin,MMR007014
 Temporary Registration Card (white),23,239,262,Htantapin,MMR007014
 Foreign Passport,-,32,32,Htantapin,MMR007014
 None,1802,30395,32197,Htantapin,MMR007014
 Child under 10 years,1662,22975,24637,Htantapin,MMR007014
 Total,9889,107387,117276,Htantapin,MMR007014
 Citizenship Scrutiny Card (pink),87979,75014,162993,Pyay,MMR008001
 Associate Scrutiny Card (blue),226,21,247,Pyay,MMR008001
 Naturalised Scrutiny Card (green),738,124,862,Pyay,MMR008001
 National Registration Card (3-fold),1016,1513,2529,Pyay,MMR008001
 Religious card,2294,516,2810,Pyay,MMR008001
 Temporary Registration Card (white),1681,596,2277,Pyay,MMR008001
 Foreign Registration Card (FRC),90,14,104,Pyay,MMR008001
 Foreign Passport,53,39,92,Pyay,MMR008001
 None,22844,24096,46940,Pyay,MMR008001
 Child under 10 years,17940,14849,32789,Pyay,MMR008001
 Total,134861,116782,251643,Pyay,MMR008001
 Citizenship Scrutiny Card (pink),9798,63554,73352,Paukkhaung,MMR008002
 Associate Scrutiny Card (blue),5,28,33,Paukkhaung,MMR008002
 Naturalised Scrutiny Card (green),80,157,237,Paukkhaung,MMR008002
 National Registration Card (3-fold),54,789,843,Paukkhaung,MMR008002
 Religious card,51,314,365,Paukkhaung,MMR008002
 Temporary Registration Card (white),117,1509,1626,Paukkhaung,MMR008002
 Foreign Registration Card (FRC),-,4,4,Paukkhaung,MMR008002
 Foreign Passport,5,20,25,Paukkhaung,MMR008002
 None,2051,27357,29408,Paukkhaung,MMR008002
 Child under 10 years,1876,17087,18963,Paukkhaung,MMR008002
 Total,14037,110819,124856,Paukkhaung,MMR008002
 Citizenship Scrutiny Card (pink),12322,85199,97521,Padaung,MMR008003
 Associate Scrutiny Card (blue),4,14,18,Padaung,MMR008003
 Naturalised Scrutiny Card (green),44,182,226,Padaung,MMR008003
 National Registration Card (3-fold),40,402,442,Padaung,MMR008003
 Religious card,115,522,637,Padaung,MMR008003
 Temporary Registration Card (white),43,179,222,Padaung,MMR008003
 Foreign Passport,1,11,12,Padaung,MMR008003
 None,2534,21470,24004,Padaung,MMR008003
 Child under 10 years,2575,18557,21132,Padaung,MMR008003
 Total,17678,126536,144214,Padaung,MMR008003
 Citizenship Scrutiny Card (pink),18624,67649,86273,Paunde,MMR008004
 Associate Scrutiny Card (blue),37,56,93,Paunde,MMR008004
 Naturalised Scrutiny Card (green),116,89,205,Paunde,MMR008004
 National Registration Card (3-fold),49,418,467,Paunde,MMR008004
 Religious card,154,292,446,Paunde,MMR008004
 Temporary Registration Card (white),165,357,522,Paunde,MMR008004
 Foreign Registration Card (FRC),20,3,23,Paunde,MMR008004
 Foreign Passport,3,11,14,Paunde,MMR008004
 None,3253,27503,30756,Paunde,MMR008004
 Child under 10 years,3034,15728,18762,Paunde,MMR008004
 Total,25455,112106,137561,Paunde,MMR008004
 Citizenship Scrutiny Card (pink),11233,75765,86998,Thegon,MMR008005
 Associate Scrutiny Card (blue),10,14,24,Thegon,MMR008005
 Naturalised Scrutiny Card (green),83,184,267,Thegon,MMR008005
 National Registration Card (3-fold),97,761,858,Thegon,MMR008005
 Religious card,122,427,549,Thegon,MMR008005
 Temporary Registration Card (white),296,1188,1484,Thegon,MMR008005
 Foreign Registration Card (FRC),9,4,13,Thegon,MMR008005
 Foreign Passport,6,12,18,Thegon,MMR008005
 None,2007,22365,24372,Thegon,MMR008005
 Child under 10 years,1889,14485,16374,Thegon,MMR008005
 Total,15752,115205,130957,Thegon,MMR008005
 Citizenship Scrutiny Card (pink),12769,64930,77699,Shwedaung,MMR008006
 Associate Scrutiny Card (blue),2,18,20,Shwedaung,MMR008006
 Naturalised Scrutiny Card (green),39,92,131,Shwedaung,MMR008006
 National Registration Card (3-fold),40,757,797,Shwedaung,MMR008006
 Religious card,206,460,666,Shwedaung,MMR008006
 Temporary Registration Card (white),80,316,396,Shwedaung,MMR008006
 Foreign Registration Card (FRC),1,-,1,Shwedaung,MMR008006
 Foreign Passport,-,11,11,Shwedaung,MMR008006
 None,2354,23103,25457,Shwedaung,MMR008006
 Child under 10 years,2190,14303,16493,Shwedaung,MMR008006
 Total,17681,103990,121671,Shwedaung,MMR008006
 Citizenship Scrutiny Card (pink),22438,55843,78281,Tharyarwaddy,MMR008007
 Associate Scrutiny Card (blue),87,36,123,Tharyarwaddy,MMR008007
 Naturalised Scrutiny Card (green),294,308,602,Tharyarwaddy,MMR008007
 National Registration Card (3-fold),346,1146,1492,Tharyarwaddy,MMR008007
 Religious card,190,356,546,Tharyarwaddy,MMR008007
 Temporary Registration Card (white),56,174,230,Tharyarwaddy,MMR008007
 Foreign Registration Card (FRC),53,8,61,Tharyarwaddy,MMR008007
 Foreign Passport,10,9,19,Tharyarwaddy,MMR008007
 None,6925,34988,41913,Tharyarwaddy,MMR008007
 Child under 10 years,5416,22421,27837,Tharyarwaddy,MMR008007
 Total,35815,115289,151104,Tharyarwaddy,MMR008007
 Citizenship Scrutiny Card (pink),14891,72354,87245,Letpadan,MMR008008
 Associate Scrutiny Card (blue),25,31,56,Letpadan,MMR008008
 Naturalised Scrutiny Card (green),149,207,356,Letpadan,MMR008008
 National Registration Card (3-fold),243,665,908,Letpadan,MMR008008
 Religious card,179,406,585,Letpadan,MMR008008
 Temporary Registration Card (white),95,718,813,Letpadan,MMR008008
 Foreign Registration Card (FRC),8,10,18,Letpadan,MMR008008
 Foreign Passport,5,15,20,Letpadan,MMR008008
 None,5301,48339,53640,Letpadan,MMR008008
 Child under 10 years,3896,29870,33766,Letpadan,MMR008008
 Total,24792,152615,177407,Letpadan,MMR008008
 Citizenship Scrutiny Card (pink),7963,64261,72224,Minhla,MMR009013
 Associate Scrutiny Card (blue),63,22,85,Minhla,MMR009013
 Naturalised Scrutiny Card (green),98,116,214,Minhla,MMR009013
 National Registration Card (3-fold),20,349,369,Minhla,MMR009013
 Religious card,174,343,517,Minhla,MMR009013
 Temporary Registration Card (white),25,178,203,Minhla,MMR009013
 Foreign Registration Card (FRC),39,4,43,Minhla,MMR009013
 Foreign Passport,1,23,24,Minhla,MMR009013
 None,1691,26167,27858,Minhla,MMR009013
 Child under 10 years,1623,19331,20954,Minhla,MMR009013
 Total,11697,110794,122491,Minhla,MMR009013
 Citizenship Scrutiny Card (pink),7270,63063,70333,Okpo,MMR008010
 Associate Scrutiny Card (blue),125,58,183,Okpo,MMR008010
 Naturalised Scrutiny Card (green),62,265,327,Okpo,MMR008010
 National Registration Card (3-fold),27,607,634,Okpo,MMR008010
 Religious card,29,414,443,Okpo,MMR008010
 Temporary Registration Card (white),47,189,236,Okpo,MMR008010
 Foreign Registration Card (FRC),4,2,6,Okpo,MMR008010
 Foreign Passport,-,12,12,Okpo,MMR008010
 None,2174,31504,33678,Okpo,MMR008010
 Child under 10 years,1787,19023,20810,Okpo,MMR008010
 Total,11525,115137,126662,Okpo,MMR008010
 Citizenship Scrutiny Card (pink),10121,30280,40401,Zigon,MMR008011
 Associate Scrutiny Card (blue),29,11,40,Zigon,MMR008011
 Naturalised Scrutiny Card (green),36,87,123,Zigon,MMR008011
 National Registration Card (3-fold),42,258,300,Zigon,MMR008011
 Religious card,81,168,249,Zigon,MMR008011
