Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Religious card,304,17,321,Yebyu,MMR006004
 Temporary Registration Card (white),145,120,265,Yebyu,MMR006004
 Foreign Registration Card (FRC),6,2,8,Yebyu,MMR006004
 Foreign Passport,390,35,425,Yebyu,MMR006004
 None,11288,11599,22887,Yebyu,MMR006004
 Child under 10 years,11209,10650,21859,Yebyu,MMR006004
 Total,50782,49986,100768,Yebyu,MMR006004
 Citizenship Scrutiny Card (pink),5255,5624,10879,Myitta(ST),MMR006001
 Associate Scrutiny Card (blue),13,9,22,Myitta(ST),MMR006001
 Naturalised Scrutiny Card (green),25,24,49,Myitta(ST),MMR006001
 National Registration Card (3-fold),195,252,447,Myitta(ST),MMR006001
 Religious card,35,1,36,Myitta(ST),MMR006001
 Temporary Registration Card (white),30,27,57,Myitta(ST),MMR006001
 Foreign Registration Card (FRC),22,13,35,Myitta(ST),MMR006001
 Foreign Passport,19,6,25,Myitta(ST),MMR006001
 None,2240,2057,4297,Myitta(ST),MMR006001
 Child under 10 years,2775,2737,5512,Myitta(ST),MMR006001
 Total,10609,10750,21359,Myitta(ST),MMR006001
 Citizenship Scrutiny Card (pink),6900,5951,12851,Kaleinaung(ST),MMR006004
 Associate Scrutiny Card (blue),4,4,8,Kaleinaung(ST),MMR006004
 Naturalised Scrutiny Card (green),16,11,27,Kaleinaung(ST),MMR006004
 National Registration Card (3-fold),70,95,165,Kaleinaung(ST),MMR006004
 Religious card,40,2,42,Kaleinaung(ST),MMR006004
 Temporary Registration Card (white),12,6,18,Kaleinaung(ST),MMR006004
 Foreign Registration Card (FRC),2,-,2,Kaleinaung(ST),MMR006004
 Foreign Passport,-,1,1,Kaleinaung(ST),MMR006004
 None,2143,1884,4027,Kaleinaung(ST),MMR006004
 Child under 10 years,2472,2252,4724,Kaleinaung(ST),MMR006004
 Total,11659,10206,21865,Kaleinaung(ST),MMR006004
 Citizenship Scrutiny Card (pink),73763,79355,153118,Myeik,MMR006005
 Associate Scrutiny Card (blue),93,104,197,Myeik,MMR006005
 Naturalised Scrutiny Card (green),675,386,1061,Myeik,MMR006005
 National Registration Card (3-fold),3554,4351,7905,Myeik,MMR006005
 Religious card,1129,203,1332,Myeik,MMR006005
 Temporary Registration Card (white),377,394,771,Myeik,MMR006005
 Foreign Registration Card (FRC),59,86,145,Myeik,MMR006005
 Foreign Passport,126,31,157,Myeik,MMR006005
 None,30524,31463,61987,Myeik,MMR006005
 Child under 10 years,29292,28524,57816,Myeik,MMR006005
 Total,139592,144897,284489,Myeik,MMR006005
 Citizenship Scrutiny Card (pink),38402,35159,73561,Kyunsu,MMR006006
 Associate Scrutiny Card (blue),22,18,40,Kyunsu,MMR006006
 Naturalised Scrutiny Card (green),105,39,144,Kyunsu,MMR006006
 National Registration Card (3-fold),905,1093,1998,Kyunsu,MMR006006
 Religious card,265,14,279,Kyunsu,MMR006006
 Temporary Registration Card (white),115,90,205,Kyunsu,MMR006006
 Foreign Registration Card (FRC),2,2,4,Kyunsu,MMR006006
 Foreign Passport,36,11,47,Kyunsu,MMR006006
 None,25646,25283,50929,Kyunsu,MMR006006
 Child under 10 years,22279,22267,44546,Kyunsu,MMR006006
 Total,87777,83976,171753,Kyunsu,MMR006006
 Citizenship Scrutiny Card (pink),24064,27771,51835,Palaw,MMR006007
 Associate Scrutiny Card (blue),7,11,18,Palaw,MMR006007
 Naturalised Scrutiny Card (green),80,33,113,Palaw,MMR006007
 National Registration Card (3-fold),231,416,647,Palaw,MMR006007
 Religious card,277,25,302,Palaw,MMR006007
 Temporary Registration Card (white),61,64,125,Palaw,MMR006007
 Foreign Registration Card (FRC),2,4,6,Palaw,MMR006007
 Foreign Passport,6,3,9,Palaw,MMR006007
 None,9594,9067,18661,Palaw,MMR006007
 Child under 10 years,11044,10678,21722,Palaw,MMR006007
 Total,45366,48072,93438,Palaw,MMR006007
 Citizenship Scrutiny Card (pink),26344,24934,51278,Tanintharyi,MMR006008
 Associate Scrutiny Card (blue),20,15,35,Tanintharyi,MMR006008
 Naturalised Scrutiny Card (green),129,36,165,Tanintharyi,MMR006008
 National Registration Card (3-fold),1024,1196,2220,Tanintharyi,MMR006008
 Religious card,224,21,245,Tanintharyi,MMR006008
 Temporary Registration Card (white),228,179,407,Tanintharyi,MMR006008
 Foreign Registration Card (FRC),20,9,29,Tanintharyi,MMR006008
 Foreign Passport,7,6,13,Tanintharyi,MMR006008
 None,13326,12841,26167,Tanintharyi,MMR006008
 Child under 10 years,13495,12799,26294,Tanintharyi,MMR006008
 Total,54817,52036,106853,Tanintharyi,MMR006008
 Citizenship Scrutiny Card (pink),9135,9382,18517,Palauk(ST),MMR006007
 Associate Scrutiny Card (blue),2,1,3,Palauk(ST),MMR006007
 Naturalised Scrutiny Card (green),23,18,41,Palauk(ST),MMR006007
 National Registration Card (3-fold),169,290,459,Palauk(ST),MMR006007
 Religious card,80,5,85,Palauk(ST),MMR006007
 Temporary Registration Card (white),11,16,27,Palauk(ST),MMR006007
 Foreign Passport,-,2,2,Palauk(ST),MMR006007
 None,3844,4023,7867,Palauk(ST),MMR006007
 Child under 10 years,4855,4698,9553,Palauk(ST),MMR006007
 Total,18119,18435,36554,Palauk(ST),MMR006007
 Citizenship Scrutiny Card (pink),29072,28978,58050,Kawthoung,MMR006009
 Associate Scrutiny Card (blue),27,28,55,Kawthoung,MMR006009
 Naturalised Scrutiny Card (green),235,88,323,Kawthoung,MMR006009
 National Registration Card (3-fold),2408,2948,5356,Kawthoung,MMR006009
 Religious card,475,48,523,Kawthoung,MMR006009
 Temporary Registration Card (white),213,153,366,Kawthoung,MMR006009
 Foreign Registration Card (FRC),30,33,63,Kawthoung,MMR006009
 Foreign Passport,145,81,226,Kawthoung,MMR006009
 None,14288,12739,27027,Kawthoung,MMR006009
 Child under 10 years,12614,12377,24991,Kawthoung,MMR006009
 Total,59507,57473,116980,Kawthoung,MMR006009
 Citizenship Scrutiny Card (pink),10606,8486,19092,Bokepyin,MMR006010
 Associate Scrutiny Card (blue),13,14,27,Bokepyin,MMR006010
 Naturalised Scrutiny Card (green),113,37,150,Bokepyin,MMR006010
 National Registration Card (3-fold),838,918,1756,Bokepyin,MMR006010
 Religious card,96,4,100,Bokepyin,MMR006010
 Temporary Registration Card (white),144,205,349,Bokepyin,MMR006010
 Foreign Registration Card (FRC),-,1,1,Bokepyin,MMR006010
 Foreign Passport,8,3,11,Bokepyin,MMR006010
 None,7299,6324,13623,Bokepyin,MMR006010
 Child under 10 years,5875,5837,11712,Bokepyin,MMR006010
 Total,24992,21829,46821,Bokepyin,MMR006010
 Citizenship Scrutiny Card (pink),6601,4971,11572,Khamaukgyi,MMR006009
 Associate Scrutiny Card (blue),6,9,15,Khamaukgyi,MMR006009
 Naturalised Scrutiny Card (green),52,6,58,Khamaukgyi,MMR006009
 National Registration Card (3-fold),249,223,472,Khamaukgyi,MMR006009
 Religious card,46,-,46,Khamaukgyi,MMR006009
 Temporary Registration Card (white),50,36,86,Khamaukgyi,MMR006009
 Foreign Registration Card (FRC),2,-,2,Khamaukgyi,MMR006009
 Foreign Passport,3,2,5,Khamaukgyi,MMR006009
 None,3031,2477,5508,Khamaukgyi,MMR006009
 Child under 10 years,2616,2660,5276,Khamaukgyi,MMR006009
 Total,12656,10384,23040,Khamaukgyi,MMR006009
 Citizenship Scrutiny Card (pink),4471,3807,8278,Pyigyimandaing,MMR006010
 Associate Scrutiny Card (blue),1,1,2,Pyigyimandaing,MMR006010
 Naturalised Scrutiny Card (green),17,7,24,Pyigyimandaing,MMR006010
 National Registration Card (3-fold),78,96,174,Pyigyimandaing,MMR006010
 Religious card,31,1,32,Pyigyimandaing,MMR006010
 Temporary Registration Card (white),13,15,28,Pyigyimandaing,MMR006010
 Foreign Registration Card (FRC),1,1,2,Pyigyimandaing,MMR006010
 Foreign Passport,13,1,14,Pyigyimandaing,MMR006010
 None,2035,1767,3802,Pyigyimandaing,MMR006010
 Child under 10 years,2138,2110,4248,Pyigyimandaing,MMR006010
 Total,8798,7806,16604,Pyigyimandaing,MMR006010
 Citizenship Scrutiny Card (pink),5237,4046,9283,Karathuri(ST),MMR006010
 Associate Scrutiny Card (blue),4,7,11,Karathuri(ST),MMR006010
 Naturalised Scrutiny Card (green),36,15,51,Karathuri(ST),MMR006010
 National Registration Card (3-fold),102,118,220,Karathuri(ST),MMR006010
 Religious card,37,-,37,Karathuri(ST),MMR006010
 Temporary Registration Card (white),32,23,55,Karathuri(ST),MMR006010
 Foreign Passport,4,4,8,Karathuri(ST),MMR006010
 None,2273,1983,4256,Karathuri(ST),MMR006010
 Child under 10 years,2197,2175,4372,Karathuri(ST),MMR006010
 Total,9922,8371,18293,Karathuri(ST),MMR006010
 Citizenship Scrutiny Card (pink),123576,139595,263171,Bago,MMR007001
 Associate Scrutiny Card (blue),119,164,283,Bago,MMR007001
 Naturalised Scrutiny Card (green),1146,1144,2290,Bago,MMR007001
 National Registration Card (3-fold),1696,2441,4137,Bago,MMR007001
 Religious card,4686,1064,5750,Bago,MMR007001
 Temporary Registration Card (white),719,983,1702,Bago,MMR007001
 Foreign Registration Card (FRC),40,59,99,Bago,MMR007001
 Foreign Passport,190,68,258,Bago,MMR007001
 None,58531,66366,124897,Bago,MMR007001
 Child under 10 years,44826,44021,88847,Bago,MMR007001
 Total,235529,255905,491434,Bago,MMR007001
 Citizenship Scrutiny Card (pink),30300,30489,60789,Tanatpin,MMR007002
 Associate Scrutiny Card (blue),39,54,93,Tanatpin,MMR007002
 Naturalised Scrutiny Card (green),745,866,1611,Tanatpin,MMR007002
 National Registration Card (3-fold),228,344,572,Tanatpin,MMR007002
 Religious card,493,14,507,Tanatpin,MMR007002
 Temporary Registration Card (white),96,133,229,Tanatpin,MMR007002
 Foreign Registration Card (FRC),6,11,17,Tanatpin,MMR007002
 Foreign Passport,20,18,38,Tanatpin,MMR007002
 None,20578,27717,48295,Tanatpin,MMR007002
 Child under 10 years,16631,16505,33136,Tanatpin,MMR007002
 Total,69136,76151,145287,Tanatpin,MMR007002
 Citizenship Scrutiny Card (pink),47134,50557,97691,Kawa,MMR007003
 Associate Scrutiny Card (blue),18,38,56,Kawa,MMR007003
 Naturalised Scrutiny Card (green),792,981,1773,Kawa,MMR007003
 National Registration Card (3-fold),346,587,933,Kawa,MMR007003
 Religious card,531,7,538,Kawa,MMR007003
 Temporary Registration Card (white),157,192,349,Kawa,MMR007003
 Foreign Registration Card (FRC),3,3,6,Kawa,MMR007003
 Foreign Passport,13,18,31,Kawa,MMR007003
 None,22918,30161,53079,Kawa,MMR007003
 Child under 10 years,21892,21015,42907,Kawa,MMR007003
 Total,93804,103559,197363,Kawa,MMR007003
 Citizenship Scrutiny Card (pink),41349,45709,87058,Waw,MMR007004
 Associate Scrutiny Card (blue),49,53,102,Waw,MMR007004
 Naturalised Scrutiny Card (green),519,596,1115,Waw,MMR007004
 National Registration Card (3-fold),414,675,1089,Waw,MMR007004
 Religious card,564,34,598,Waw,MMR007004
 Temporary Registration Card (white),163,208,371,Waw,MMR007004
 Foreign Registration Card (FRC),3,3,6,Waw,MMR007004
 Foreign Passport,14,24,38,Waw,MMR007004
 None,20553,25797,46350,Waw,MMR007004
 Child under 10 years,20071,19216,39287,Waw,MMR007004
 Total,83699,92315,176014,Waw,MMR007004
 Citizenship Scrutiny Card (pink),51038,57272,108310,Nyaunglebin,MMR007005
 Associate Scrutiny Card (blue),46,52,98,Nyaunglebin,MMR007005
 Naturalised Scrutiny Card (green),207,200,407,Nyaunglebin,MMR007005
 National Registration Card (3-fold),269,414,683,Nyaunglebin,MMR007005
 Religious card,794,75,869,Nyaunglebin,MMR007005
 Temporary Registration Card (white),89,94,183,Nyaunglebin,MMR007005
 Foreign Registration Card (FRC),18,11,29,Nyaunglebin,MMR007005
 Foreign Passport,23,16,39,Nyaunglebin,MMR007005
 None,22281,27924,50205,Nyaunglebin,MMR007005
 Child under 10 years,19699,18961,38660,Nyaunglebin,MMR007005
 Total,94464,105019,199483,Nyaunglebin,MMR007005
 Citizenship Scrutiny Card (pink),52831,55985,108816,Kyauktaga,MMR007006
 Associate Scrutiny Card (blue),106,130,236,Kyauktaga,MMR007006
 Naturalised Scrutiny Card (green),6029,7341,13370,Kyauktaga,MMR007006
 National Registration Card (3-fold),392,445,837,Kyauktaga,MMR007006
 Religious card,679,29,708,Kyauktaga,MMR007006
 Temporary Registration Card (white),320,449,769,Kyauktaga,MMR007006
 Foreign Registration Card (FRC),18,16,34,Kyauktaga,MMR007006
 Foreign Passport,27,26,53,Kyauktaga,MMR007006
 None,32261,40113,72374,Kyauktaga,MMR007006
 Child under 10 years,27361,26654,54015,Kyauktaga,MMR007006
 Total,120024,131188,251212,Kyauktaga,MMR007006
 Citizenship Scrutiny Card (pink),50741,53686,104427,Daik U,MMR007007
 Associate Scrutiny Card (blue),73,54,127,Daik U,MMR007007
 Naturalised Scrutiny Card (green),245,163,408,Daik U,MMR007007
 National Registration Card (3-fold),426,670,1096,Daik U,MMR007007
 Religious card,934,26,960,Daik U,MMR007007
 Temporary Registration Card (white),170,260,430,Daik U,MMR007007
 Foreign Registration Card (FRC),3,2,5,Daik U,MMR007007
 Foreign Passport,17,15,32,Daik U,MMR007007
 None,23138,30849,53987,Daik U,MMR007007
 Child under 10 years,20615,20443,41058,Daik U,MMR007007
 Total,96362,106168,202530,Daik U,MMR007007
 Citizenship Scrutiny Card (pink),22704,22201,44905,Shwegyin,MMR007008
 Associate Scrutiny Card (blue),9,17,26,Shwegyin,MMR007008
 Naturalised Scrutiny Card (green),111,83,194,Shwegyin,MMR007008
 National Registration Card (3-fold),494,581,1075,Shwegyin,MMR007008
 Religious card,424,43,467,Shwegyin,MMR007008
 Temporary Registration Card (white),200,340,540,Shwegyin,MMR007008
 Foreign Registration Card (FRC),4,2,6,Shwegyin,MMR007008
 Foreign Passport,7,6,13,Shwegyin,MMR007008
 None,16502,18799,35301,Shwegyin,MMR007008
 Child under 10 years,12637,12298,24935,Shwegyin,MMR007008
 Total,53092,54370,107462,Shwegyin,MMR007008
 Citizenship Scrutiny Card (pink),72758,81563,154321,Toungoo,MMR007009
 Associate Scrutiny Card (blue),151,151,302,Toungoo,MMR007009
 Naturalised Scrutiny Card (green),902,946,1848,Toungoo,MMR007009
 National Registration Card (3-fold),1414,2321,3735,Toungoo,MMR007009
 Religious card,1366,187,1553,Toungoo,MMR007009
 Temporary Registration Card (white),498,782,1280,Toungoo,MMR007009
 Foreign Registration Card (FRC),39,45,84,Toungoo,MMR007009
 Foreign Passport,39,32,71,Toungoo,MMR007009
 None,24339,27597,51936,Toungoo,MMR007009
 Child under 10 years,23636,23290,46926,Toungoo,MMR007009
 Total,125142,136914,262056,Toungoo,MMR007009
 Citizenship Scrutiny Card (pink),54561,54197,108758,Yaedashe,MMR007010
 Associate Scrutiny Card (blue),46,50,96,Yaedashe,MMR007010
 Naturalised Scrutiny Card (green),256,171,427,Yaedashe,MMR007010
 National Registration Card (3-fold),672,1086,1758,Yaedashe,MMR007010
 Religious card,845,115,960,Yaedashe,MMR007010
 Temporary Registration Card (white),296,533,829,Yaedashe,MMR007010
 Foreign Registration Card (FRC),13,2,15,Yaedashe,MMR007010
 Foreign Passport,41,32,73,Yaedashe,MMR007010
 None,24611,33031,57642,Yaedashe,MMR007010
 Child under 10 years,21957,21078,43035,Yaedashe,MMR007010
 Total,103298,110295,213593,Yaedashe,MMR007010
 Citizenship Scrutiny Card (pink),23028,23662,46690,Kyaukkyi,MMR007011
 Associate Scrutiny Card (blue),16,22,38,Kyaukkyi,MMR007011
 Naturalised Scrutiny Card (green),251,226,477,Kyaukkyi,MMR007011
 National Registration Card (3-fold),355,607,962,Kyaukkyi,MMR007011
 Religious card,376,103,479,Kyaukkyi,MMR007011
 Temporary Registration Card (white),226,292,518,Kyaukkyi,MMR007011
 Foreign Registration Card (FRC),-,1,1,Kyaukkyi,MMR007011
 Foreign Passport,26,31,57,Kyaukkyi,MMR007011
 None,16436,20913,37349,Kyaukkyi,MMR007011
 Child under 10 years,13573,13185,26758,Kyaukkyi,MMR007011
 Total,54287,59042,113329,Kyaukkyi,MMR007011
 Citizenship Scrutiny Card (pink),59408,66859,126267,Pyu,MMR007012
 Associate Scrutiny Card (blue),118,124,242,Pyu,MMR007012
 Naturalised Scrutiny Card (green),4002,4662,8664,Pyu,MMR007012
 National Registration Card (3-fold),1142,1380,2522,Pyu,MMR007012
 Religious card,832,33,865,Pyu,MMR007012
 Temporary Registration Card (white),709,872,1581,Pyu,MMR007012
 Foreign Registration Card (FRC),16,12,28,Pyu,MMR007012
 Foreign Passport,46,35,81,Pyu,MMR007012
 None,28188,36050,64238,Pyu,MMR007012
 Child under 10 years,26662,26123,52785,Pyu,MMR007012
 Total,121123,136150,257273,Pyu,MMR007012
 Citizenship Scrutiny Card (pink),41146,45404,86550,Oatwin,MMR007013
 Associate Scrutiny Card (blue),34,38,72,Oatwin,MMR007013
 Naturalised Scrutiny Card (green),508,596,1104,Oatwin,MMR007013
 National Registration Card (3-fold),412,566,978,Oatwin,MMR007013
 Religious card,567,50,617,Oatwin,MMR007013
 Temporary Registration Card (white),85,106,191,Oatwin,MMR007013
 Foreign Registration Card (FRC),1,1,2,Oatwin,MMR007013
 Foreign Passport,22,17,39,Oatwin,MMR007013
 None,16290,21587,37877,Oatwin,MMR007013
 Child under 10 years,16316,16082,32398,Oatwin,MMR007013
 Total,75381,84447,159828,Oatwin,MMR007013
 Citizenship Scrutiny Card (pink),28401,30612,59013,Htantapin,MMR007014
 Associate Scrutiny Card (blue),23,26,49,Htantapin,MMR007014
 Naturalised Scrutiny Card (green),133,115,248,Htantapin,MMR007014
 National Registration Card (3-fold),199,263,462,Htantapin,MMR007014
 Religious card,356,20,376,Htantapin,MMR007014
 Temporary Registration Card (white),109,153,262,Htantapin,MMR007014
 Foreign Passport,19,13,32,Htantapin,MMR007014
 None,13617,18580,32197,Htantapin,MMR007014
 Child under 10 years,12476,12161,24637,Htantapin,MMR007014
 Total,55333,61943,117276,Htantapin,MMR007014
 Citizenship Scrutiny Card (pink),76704,86289,162993,Pyay,MMR008001
 Associate Scrutiny Card (blue),114,133,247,Pyay,MMR008001
 Naturalised Scrutiny Card (green),511,351,862,Pyay,MMR008001
 National Registration Card (3-fold),940,1589,2529,Pyay,MMR008001
 Religious card,1998,812,2810,Pyay,MMR008001
 Temporary Registration Card (white),793,1484,2277,Pyay,MMR008001
 Foreign Registration Card (FRC),44,60,104,Pyay,MMR008001
 Foreign Passport,67,25,92,Pyay,MMR008001
 None,21863,25077,46940,Pyay,MMR008001
 Child under 10 years,16636,16153,32789,Pyay,MMR008001
 Total,119670,131973,251643,Pyay,MMR008001
 Citizenship Scrutiny Card (pink),36848,36504,73352,Paukkhaung,MMR008002
 Associate Scrutiny Card (blue),15,18,33,Paukkhaung,MMR008002
 Naturalised Scrutiny Card (green),130,107,237,Paukkhaung,MMR008002
 National Registration Card (3-fold),320,523,843,Paukkhaung,MMR008002
 Religious card,340,25,365,Paukkhaung,MMR008002
 Temporary Registration Card (white),606,1020,1626,Paukkhaung,MMR008002
 Foreign Registration Card (FRC),1,3,4,Paukkhaung,MMR008002
 Foreign Passport,9,16,25,Paukkhaung,MMR008002
 None,13172,16236,29408,Paukkhaung,MMR008002
 Child under 10 years,9500,9463,18963,Paukkhaung,MMR008002
 Total,60941,63915,124856,Paukkhaung,MMR008002
 Citizenship Scrutiny Card (pink),46561,50960,97521,Padaung,MMR008003
 Associate Scrutiny Card (blue),7,11,18,Padaung,MMR008003
 Naturalised Scrutiny Card (green),133,93,226,Padaung,MMR008003
 National Registration Card (3-fold),167,275,442,Padaung,MMR008003
 Religious card,537,100,637,Padaung,MMR008003
 Temporary Registration Card (white),98,124,222,Padaung,MMR008003
 Foreign Passport,7,5,12,Padaung,MMR008003
 None,11070,12934,24004,Padaung,MMR008003
 Child under 10 years,10704,10428,21132,Padaung,MMR008003
 Total,69284,74930,144214,Padaung,MMR008003
 Citizenship Scrutiny Card (pink),41289,44984,86273,Paunde,MMR008004
 Associate Scrutiny Card (blue),51,42,93,Paunde,MMR008004
 Naturalised Scrutiny Card (green),111,94,205,Paunde,MMR008004
 National Registration Card (3-fold),210,257,467,Paunde,MMR008004
 Religious card,408,38,446,Paunde,MMR008004
 Temporary Registration Card (white),202,320,522,Paunde,MMR008004
 Foreign Registration Card (FRC),8,15,23,Paunde,MMR008004
 Foreign Passport,8,6,14,Paunde,MMR008004
 None,14369,16387,30756,Paunde,MMR008004
 Child under 10 years,9556,9206,18762,Paunde,MMR008004
 Total,66212,71349,137561,Paunde,MMR008004
 Citizenship Scrutiny Card (pink),40822,46176,86998,Thegon,MMR008005
 Associate Scrutiny Card (blue),7,17,24,Thegon,MMR008005
 Naturalised Scrutiny Card (green),152,115,267,Thegon,MMR008005
 National Registration Card (3-fold),333,525,858,Thegon,MMR008005
 Religious card,498,51,549,Thegon,MMR008005
 Temporary Registration Card (white),533,951,1484,Thegon,MMR008005
 Foreign Registration Card (FRC),6,7,13,Thegon,MMR008005
 Foreign Passport,10,8,18,Thegon,MMR008005
 None,11103,13269,24372,Thegon,MMR008005
 Child under 10 years,8343,8031,16374,Thegon,MMR008005
 Total,61807,69150,130957,Thegon,MMR008005
 Citizenship Scrutiny Card (pink),36102,41597,77699,Shwedaung,MMR008006
 Associate Scrutiny Card (blue),7,13,20,Shwedaung,MMR008006
 Naturalised Scrutiny Card (green),82,49,131,Shwedaung,MMR008006
 National Registration Card (3-fold),293,504,797,Shwedaung,MMR008006
 Religious card,536,130,666,Shwedaung,MMR008006
 Temporary Registration Card (white),149,247,396,Shwedaung,MMR008006
 Foreign Registration Card (FRC),-,1,1,Shwedaung,MMR008006
 Foreign Passport,6,5,11,Shwedaung,MMR008006
 None,11118,14339,25457,Shwedaung,MMR008006
 Child under 10 years,8344,8149,16493,Shwedaung,MMR008006
 Total,56637,65034,121671,Shwedaung,MMR008006
 Citizenship Scrutiny Card (pink),38694,39587,78281,Tharyarwaddy,MMR008007
 Associate Scrutiny Card (blue),60,63,123,Tharyarwaddy,MMR008007
 Naturalised Scrutiny Card (green),310,292,602,Tharyarwaddy,MMR008007
 National Registration Card (3-fold),597,895,1492,Tharyarwaddy,MMR008007
 Religious card,505,41,546,Tharyarwaddy,MMR008007
 Temporary Registration Card (white),71,159,230,Tharyarwaddy,MMR008007
 Foreign Registration Card (FRC),22,39,61,Tharyarwaddy,MMR008007
 Foreign Passport,10,9,19,Tharyarwaddy,MMR008007
 None,18517,23396,41913,Tharyarwaddy,MMR008007
 Child under 10 years,13986,13851,27837,Tharyarwaddy,MMR008007
 Total,72772,78332,151104,Tharyarwaddy,MMR008007
 Citizenship Scrutiny Card (pink),41882,45363,87245,Letpadan,MMR008008
 Associate Scrutiny Card (blue),25,31,56,Letpadan,MMR008008
 Naturalised Scrutiny Card (green),185,171,356,Letpadan,MMR008008
 National Registration Card (3-fold),322,586,908,Letpadan,MMR008008
 Religious card,560,25,585,Letpadan,MMR008008
 Temporary Registration Card (white),315,498,813,Letpadan,MMR008008
 Foreign Registration Card (FRC),7,11,18,Letpadan,MMR008008
 Foreign Passport,10,10,20,Letpadan,MMR008008
 None,24069,29571,53640,Letpadan,MMR008008
 Child under 10 years,17021,16745,33766,Letpadan,MMR008008
 Total,84396,93011,177407,Letpadan,MMR008008
 Citizenship Scrutiny Card (pink),34610,37614,72224,Minhla,MMR009013
 Associate Scrutiny Card (blue),41,44,85,Minhla,MMR009013
 Naturalised Scrutiny Card (green),118,96,214,Minhla,MMR009013
 National Registration Card (3-fold),156,213,369,Minhla,MMR009013
 Religious card,437,80,517,Minhla,MMR009013
 Temporary Registration Card (white),78,125,203,Minhla,MMR009013
 Foreign Registration Card (FRC),20,23,43,Minhla,MMR009013
 Foreign Passport,10,14,24,Minhla,MMR009013
 None,12502,15356,27858,Minhla,MMR009013
 Child under 10 years,10605,10349,20954,Minhla,MMR009013
 Total,58577,63914,122491,Minhla,MMR009013
 Citizenship Scrutiny Card (pink),33980,36353,70333,Okpo,MMR008010
 Associate Scrutiny Card (blue),84,99,183,Okpo,MMR008010
 Naturalised Scrutiny Card (green),160,167,327,Okpo,MMR008010
 National Registration Card (3-fold),258,376,634,Okpo,MMR008010
 Religious card,391,52,443,Okpo,MMR008010
 Temporary Registration Card (white),104,132,236,Okpo,MMR008010
 Foreign Registration Card (FRC),2,4,6,Okpo,MMR008010
 Foreign Passport,6,6,12,Okpo,MMR008010
 None,15126,18552,33678,Okpo,MMR008010
 Child under 10 years,10594,10216,20810,Okpo,MMR008010
 Total,60705,65957,126662,Okpo,MMR008010
 Citizenship Scrutiny Card (pink),19449,20952,40401,Zigon,MMR008011
 Associate Scrutiny Card (blue),22,18,40,Zigon,MMR008011
 Naturalised Scrutiny Card (green),74,49,123,Zigon,MMR008011
 National Registration Card (3-fold),126,174,300,Zigon,MMR008011
 Religious card,232,17,249,Zigon,MMR008011
 Temporary Registration Card (white),55,72,127,Zigon,MMR008011
 Foreign Registration Card (FRC),6,7,13,Zigon,MMR008011
 Foreign Passport,8,6,14,Zigon,MMR008011
 None,7237,9237,16474,Zigon,MMR008011
 Child under 10 years,4958,4824,9782,Zigon,MMR008011
 Total,32167,35356,67523,Zigon,MMR008011
 Citizenship Scrutiny Card (pink),47212,49640,96852,Nattalin,MMR008012
 Associate Scrutiny Card (blue),26,31,57,Nattalin,MMR008012
 Naturalised Scrutiny Card (green),167,90,257,Nattalin,MMR008012
 National Registration Card (3-fold),537,749,1286,Nattalin,MMR008012
 Religious card,559,215,774,Nattalin,MMR008012
 Temporary Registration Card (white),158,244,402,Nattalin,MMR008012
 Foreign Registration Card (FRC),4,3,7,Nattalin,MMR008012
 Foreign Passport,12,27,39,Nattalin,MMR008012
 None,21069,26995,48064,Nattalin,MMR008012
 Child under 10 years,12339,12064,24403,Nattalin,MMR008012
 Total,82083,90058,172141,Nattalin,MMR008012
 Citizenship Scrutiny Card (pink),34033,32964,66997,Monyo,MMR008013
 Associate Scrutiny Card (blue),15,22,37,Monyo,MMR008013
 Naturalised Scrutiny Card (green),160,108,268,Monyo,MMR008013
 National Registration Card (3-fold),387,543,930,Monyo,MMR008013
 Religious card,319,8,327,Monyo,MMR008013
 Temporary Registration Card (white),44,43,87,Monyo,MMR008013
 Foreign Registration Card (FRC),16,11,27,Monyo,MMR008013
 Foreign Passport,2,7,9,Monyo,MMR008013
 None,14750,22520,37270,Monyo,MMR008013
 Child under 10 years,10938,10680,21618,Monyo,MMR008013
 Total,60664,66906,127570,Monyo,MMR008013
 Citizenship Scrutiny Card (pink),33427,36791,70218,Gyobingauk,MMR008014
 Associate Scrutiny Card (blue),24,30,54,Gyobingauk,MMR008014
 Naturalised Scrutiny Card (green),158,159,317,Gyobingauk,MMR008014
 National Registration Card (3-fold),257,323,580,Gyobingauk,MMR008014
 Religious card,526,172,698,Gyobingauk,MMR008014
 Temporary Registration Card (white),65,88,153,Gyobingauk,MMR008014
 Foreign Registration Card (FRC),14,16,30,Gyobingauk,MMR008014
 Foreign Passport,6,17,23,Gyobingauk,MMR008014
 None,12812,15972,28784,Gyobingauk,MMR008014
 Child under 10 years,8460,8116,16576,Gyobingauk,MMR008014
 Total,55749,61684,117433,Gyobingauk,MMR008014
 Citizenship Scrutiny Card (pink),87834,99181,187015,Magway,MMR009001
 Associate Scrutiny Card (blue),41,47,88,Magway,MMR009001
 Naturalised Scrutiny Card (green),282,171,453,Magway,MMR009001
 National Registration Card (3-fold),1362,2851,4213,Magway,MMR009001
 Religious card,1412,268,1680,Magway,MMR009001
 Temporary Registration Card (white),89,109,198,Magway,MMR009001
 Foreign Registration Card (FRC),4,7,11,Magway,MMR009001
